V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1.1,Q1.2,Q1.3,Q2.1,Q2.2_1,Q2.2_2,Q2.2_3,Q2.2_4,Q2.3_1,Q2.3_2,Q2.3_3,Q2.3_10,Q2.4_1,Q2.4_2,Q2.4_3,Q2.4_4,Q2.5_1,Q2.5_2,Q2.5_3,Q2.5_4,Q2.6_1,Q2.6_2,Q2.6_3,Q2.6_4,Q2.7_1,Q2.7_2,Q2.7_3,Q2.7_4,Q2.8_1,Q2.8_2,Q2.8_3,Q2.8_4,Q2.9_1,Q2.9_2,Q2.9_3,Q2.9_4,Q2.10_1,Q2.10_2,Q2.10_3,Q2.10_4,Q2.11_1,Q2.11_2,Q2.11_3,Q2.11_4,Q2.12_1,Q2.12_2,Q2.12_3,Q2.12_4,Q2.13_1,Q2.13_2,Q2.13_3,Q2.13_4,Q3.1,Q3.2,Q3.3_1,Q3.3_2,Q3.3_3,Q3.3_4,Q3.3_5,Q3.3_6,Q3.3_7,Q4.1_1,Q4.1_2,Q4.1_3,Q4.1_4,Q4.1_5,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.5_1,Q4.5_2,Q4.5_3,Q4.5_4,Q4.5_5,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q5.1,Q5.1_TEXT,Q5.2,Q5.3,Q5.3_TEXT,Q5.4,Q5.5,Q5.5_TEXT,Q5.6,Q5.7,Q5.8,Q5.9,Q5.10,Q6.1,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q6.7,Q6.8,Q6.9,Q51,Q7.1,Q7.2,LocationLatitude,LocationLongitude,LocationAccuracy,Exclude
R_zef5Q6TPg6Jout3,Default Response Set,Anonymous,,,130.179.244.89,0,15-09-30 11:59,15-09-30 12:41,1,M030,1,1,1,1,6,2,0,0,0,2,1,3,7,1,1,1,6,1,4,1,6,5,3,6,3,6,1,0,6,1,7,3,1,3,1,1,1,3,5,6,4,2,2,1,2,2,1,1,2,3,2,1,1,6,7,7,1,6,6,5,5,4,6,2,5,5,3,1,5,4,3,2,3,4,5,4,6,5,6,5,5,3,6,1,3,6,5,4,4,6,2,5,7,1,5,4,2,7,2,4,1,,18,1,,1,4,,0,10,1,15,1,1,1,Nope.,To obtain extra knowledge of the relationship.,To compare my relationship experiences and thoughts to a general population.,Yes. They both asked questions referring to my partner.,Nope.,Im not sure.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2njPmsX9HnNcTmh,Default Response Set,Anonymous,,,130.179.244.136,0,15-09-30 12:04,15-09-30 12:43,1,M031,1,1,1,1,8,7,0,4,0,0,7,0,8,2,0,7,1,5,0,0,2,4,8,7,0,2,0,0,0,0,8,3,0,4,0,0,1,4,0,7,7,5,0,4,7,0,8,4,4,4,0,1,1,7,7,2,0,7,5,5,3,4,6,2,4,4,4,5,6,7,5,4,7,1,6,4,4,3,5,5,1,1,1,1,1,6,3,4,2,7,1,1,7,4,2,2,4,7,2,6,1,,20,1,,1,4,,2,2,1,15,1,1,1,"Everything seemed pretty normal, and the questions were arranged well.",To determine what goes into a positive and functioning relationship.,To study events of dating relationships.,"Yes they were completely related. My answers on the paper were directly related to the responses I gave in the main study. Both involving how I feel about my relationship, and the ways I go about it.",I don't think it really influenced my answers because I would have probably chose the same answers with the knowledge I have in my head.,These prompts might have differed because everyone's relationship can differ.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_WkWfIGBZFrsfTIB,Default Response Set,Anonymous,,,130.179.244.68,0,15-09-30 11:51,15-09-30 12:45,1,M032,1,1,1,2,7,2,0,4,0,8,3,0,8,0,4,6,0,6,2,0,0,2,6,4,0,4,0,2,0,0,8,6,0,6,0,0,0,5,0,6,0,5,0,2,6,0,0,0,6,6,0,1,1,8,8,8,8,8,5,7,7,2,2,6,7,1,6,1,7,4,2,4,1,1,6,4,7,4,5,1,1,1,1,1,2,6,5,4,1,1,1,1,1,1,2,7,6,7,4,2,1,,17,1,,1,4,,0,8,1,8,2,1,1,"No, it was clear and easy to understand.",Describing relationships,How People in relationships react to certain scenarios ,"Yes, they both asked about my relationship",No,Yes,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_2rUYOtbGQBPB1kE,Default Response Set,Anonymous,,,130.179.244.78,0,15-09-30 12:11,15-09-30 12:46,1,M033,1,1,1,6,8,4,2,6,5,6,3,0,6,0,0,0,6,3,7,5,0,0,5,6,6,5,2,6,6,0,8,1,0,0,0,0,6,0,7,8,4,1,0,3,7,0,8,0,6,7,1,1,1,3,7,7,7,3,0,0,7,2,7,4,7,7,7,1,7,6,4,6,6,1,7,1,7,1,7,4,6,6,2,4,4,6,3,6,7,3,2,2,1,2,6,5,6,6,4,6,1,,19,2,,1,3,,0,1,1,20,1,1,1,No,To get a better understanding of what I am about as a person,To get an understanding of my relationship values and how our relationship is affected by certain events,Yes they were by getting basic understanding of my characteristics and then correlating it with how I act with my partner,No,Yes,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_1pDoZuP4QbMPIYQ,Default Response Set,Anonymous,,,130.179.244.33,0,15-09-30 12:13,15-09-30 12:48,1,M034,1,1,1,2,6,1,3,1,0,0,4,0,7,7,0,4,0,6,1,0,0,5,8,7,0,8,0,1,0,0,7,8,0,6,0,0,3,8,1,8,8,8,0,0,4,0,5,0,4,7,0,1,1,8,8,7,2,8,7,8,5,3,4,4,3,2,4,4,6,5,6,3,5,1,7,1,5,6,7,6,6,7,5,1,1,2,5,3,1,6,1,3,7,6,6,6,1,6,3,5,1,,17,1,,1,4,,1,1,1,25,1,1,1,"I was wondering about why there were questions about personal morals as well as ethics included in the survey, that came off as strange to me. As well in some of the response to a situation questions I felt there was no calm alternative. In particular there was a question where the only form of talking something out was described as to ""yell at my partner"" which seemed like an odd solution to me. ","I believe this was to determine views of the testing group in particular on dating, why be in a relationship and how interconnected them and their partners lives are. ",I would guess to look at different relationships and personality types and how certain personalities react to distinct events within relationships. ,"Yes I would say so, I believe this online portion is likely to be followed up by questionnaires developed from the results of both the online and hardcopy surveys.",I would say that the pilot study did not affect how I responded to the main study.,There was a difference in the timing of the administration of the pilot but other than that I don't believe there were any different writing prompts. ,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_2pQMRSg7M6czkFg,Default Response Set,Anonymous,,,130.179.244.164,0,15-10-01 12:29,15-10-01 13:14,1,M035,1,1,1,7,3,3,0,6,3,8,6,8,8,0,2,3,8,4,8,3,8,2,8,8,0,8,0,8,5,7,8,8,1,8,0,0,0,8,0,7,8,8,3,0,0,1,8,3,8,8,3,1,1,3,4,5,5,8,5,5,7,7,6,7,5,7,4,5,5,7,1,3,7,2,4,5,7,2,5,5,6,7,6,1,2,1,3,1,4,7,1,2,3,1,5,2,3,5,5,6,1,,20,1,,1,4,,1,10,1,31,1,1,1,No seemed like average questions for a relationship study.,to get certain emotions activated before the study.,research on relationships. maybe differences between male and female views on relationships,I feel they were. why else would you be asking.,"yes, it made me thing about my future with my SO and how I don't see it lasting into old age.",no clue,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_8q82xjWD7XCnMVX,Default Response Set,Anonymous,,,130.179.244.121,0,15-10-01 13:06,15-10-01 13:16,1,M036,1,1,1,5,3,4,5,5,5,5,6,6,6,6,6,2,2,2,3,3,3,3,3,4,4,4,4,3,3,3,4,4,4,4,4,2,2,4,4,5,3,2,4,3,4,5,5,1,1,3,4,1,1,6,5,5,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,2,1,1,1,1,4,4,3,4,4,1,,18,1,,1,4,,0,4,1,20,1,1,1,two surveys,warm up knowledge,know about myself and partner,yes myself and relationship,no,no. everyone looks at things differently,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2S2BNYsK9lKNEB7,Default Response Set,Anonymous,,,130.179.244.107,0,15-10-01 12:30,15-10-01 13:17,1,M037,1,1,1,5,3,3,7,0,0,0,2,0,5,0,0,2,0,2,5,0,0,4,4,4,0,7,0,0,6,0,8,5,0,5,0,0,1,1,2,2,7,5,1,2,7,0,2,3,1,4,0,1,1,8,8,8,0,8,8,8,5,2,3,2,5,3,4,2,5,5,2,6,6,2,5,4,5,2,5,4,3,6,2,4,1,4,3,5,4,5,1,3,5,1,5,1,3,1,2,2,1,,17,1,,1,4,,3,4,1,9,1,1,1,Why it was asking if I stole or didn't claim everything at customs,To get you to start thinking about traits of you and your partner ,To determine how you are as a person compared how you are In a relationship,yes the pilot lead on to computer study ,No ,if someone were asked to think negatively in the pilot It would've changed how they were thinking throughout the main study ,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_3Q0mqKpkEQhwzw4,Default Response Set,Anonymous,,,130.179.244.27,0,15-10-01 12:29,15-10-01 13:17,1,M038,1,1,1,0,3,8,0,0,0,0,6,1,0,3,8,7,2,7,1,0,0,8,8,6,3,6,0,6,1,6,6,5,0,8,0,0,2,7,1,7,8,8,0,5,4,0,7,7,5,7,0,1,1,7,8,8,1,8,7,4,3,4,1,1,4,3,5,5,5,3,2,7,1,4,5,1,2,5,1,4,5,3,6,1,2,6,7,1,1,1,2,4,5,7,3,5,1,1,3,4,2,,18,1,,1,4,,0,6,1,27,1,1,1,why you asked about driving?,To describe relationships,understand how relationships works,yes they are both about relationships,yes because it made me think of her more,,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_2QmrWcki86PBkGs,Default Response Set,Anonymous,,,130.179.244.182,0,15-10-01 12:40,15-10-01 13:17,1,M039,1,1,1,1,3,0,6,2,2,7,2,2,8,5,3,7,2,5,5,5,3,1,7,2,6,6,6,1,8,2,8,7,2,7,3,2,2,5,6,7,8,8,2,2,8,0,4,7,2,8,3,1,1,6,7,5,1,8,6,7,5,6,5,3,5,3,2,1,2,7,1,2,6,1,5,5,6,4,6,2,6,2,3,1,2,3,7,2,2,5,1,1,7,3,6,6,7,6,2,2,1,,17,1,,1,4,,1,8,1,20,1,1,1,I was wondering why the study included so many questions regarding laws.,It was to get me thinking about why I am dating my partner.,It was to test my reactions to certain scenarios and maybe compare it to my behavior in society.,Yeah they both had to do with my partner and I's relationship.,"No. Just signing up for this study made me think of the reasons my partner and I are together, so it was already on my mind.",I don't know. Maybe males and females received different prompts.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_10Av6YKgPpdAJRD,Default Response Set,Anonymous,,,130.179.244.95,0,15-10-01 14:00,15-10-01 14:54,1,M040,1,1,1,0,6,1,1,0,1,6,4,4,8,0,0,4,5,6,0,0,8,6,6,0,0,8,0,7,0,6,8,8,0,0,0,0,0,8,0,8,8,8,0,0,7,0,7,4,1,4,0,1,1,8,8,7,0,7,8,8,6,7,7,7,2,5,6,1,4,2,1,4,4,7,5,4,6,7,5,5,3,1,2,1,2,1,2,1,7,7,6,2,6,3,7,6,7,6,7,5,1,,24,2,,1,6,living together,5,4,1,25,1,1,1,I was expecting more questions about personal details of my relationship ,to make you think about and assess your relationship ,finding out what kind of person I am and how that relates to how I feel about my relationship.,"one was gathering info about my mindset, the other about how I feel about certain scenarios in my relationship. connecting both should provide valuable insight about how different people view their relationships",no,they should be all the same I think,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3lrYsGUAU7TFqny,Default Response Set,Anonymous,,,130.179.244.33,0,15-10-01 15:26,15-10-01 16:02,1,M041,1,1,1,4,3,2,5,1,0,0,2,1,8,1,0,7,8,3,6,1,7,1,1,2,7,3,6,4,6,3,7,3,6,6,4,1,1,1,7,8,4,1,0,7,2,0,0,7,1,0,0,1,1,6,6,7,1,7,6,5,3,3,6,6,2,4,3,6,4,6,3,2,5,5,3,2,2,7,4,5,3,5,1,1,1,7,6,4,5,7,4,2,,1,7,7,7,7,5,4,3,Transgender,19,2,,1,4,,1,1,1,20,1,1,1,Why was the first question on the pilot study a question about breaking up? That seems like an odd placement for a question with so much weight to it. ,I have no real good idea as to what its about. It could have something to do with getting us to think about what kind of relationship we are in and how we feel about it. ,"To see how many people felt the same way about certain situations, I think. ",They were both about relationships. The one on paper was more personalized because you can answer freely without using predetermined answers. ,No. ,"I have no idea, we are spread apart so I can't really tell what prompts others got. ",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3dNfPfMVAeHU5kP,Default Response Set,Anonymous,,,130.179.244.112,0,15-10-02 8:58,15-10-02 9:42,1,M042,1,1,1,1,7,7,1,1,1,4,7,2,8,1,3,6,1,5,6,1,5,6,7,1,2,5,2,1,2,2,8,1,0,5,1,5,1,1,6,6,7,5,1,6,5,1,7,6,0,5,0,1,1,5,6,6,2,7,4,3,6,6,2,6,6,7,5,2,6,6,2,5,5,3,5,3,5,5,6,4,6,1,1,1,2,5,4,2,5,5,7,2,7,2,7,1,7,7,4,5,1,,19,1,,1,3,,1,4,1,4,1,1,1,NOPE.,to know how much partner knows about other partner's characterstics?,It is compare individual's personality with how he/she behaves with partner?,yes. The first study shows how well someone knows their partner which could be the determining factor for better relationship. ,no,not sure,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_O2QfVGQK2sMLqCJ,Default Response Set,Anonymous,,,130.179.244.136,0,15-10-02 10:25,15-10-02 11:15,1,M043,1,1,1,1,7,3,2,2,1,5,3,1,6,2,4,6,1,4,2,1,1,5,5,5,2,6,5,4,1,3,6,2,1,6,3,1,2,5,1,8,6,5,1,2,7,1,6,3,1,4,1,1,1,5,6,6,3,5,4,6,4,3,3,2,6,5,4,2,4,5,3,3,7,5,5,2,4,2,5,3,4,3,2,2,2,4,2,4,3,6,2,3,5,4,2,5,2,5,3,4,1,,19,2,,1,4,,1,0,1,25,1,1,1,"Questions about theft, and also questions about childhood mischief.",To perhaps find the basis of values in the relationships and also to find what we admire in our partners and what makes the relationships work.,"To identify habits of people in a relationship, and to see how behavior outside the relationship may affect the behavior of an individual within the relationship.",I believe the 2 studies were related as they both asked questions about the attitude and character of individuals within a relationship.,"No, I tried to answer the questions individually without basing the answers on answers to other questions.","I did not see everyone else's paper therefore I do not know, however it makes sense that everyone would receive the same one to make the data more consistent.",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_1OkkF9IDniKhKkO,Default Response Set,Anonymous,,,130.179.244.188,0,15-10-02 10:32,15-10-02 11:15,1,M044,1,1,1,0,6,1,0,0,0,0,7,0,8,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,2,6,6,0,0,0,0,4,0,0,7,0,1,1,7,7,7,1,7,4,7,6,2,7,2,6,5,7,6,7,1,6,1,4,1,5,1,5,2,7,2,5,5,5,1,1,3,3,4,4,1,4,2,7,6,7,7,7,1,4,6,1,,29,2,,1,4,,8,4,1,31,1,1,1,surprisingly the study seemed pretty straight forward. i didn't notice anything out of the ordinary.,insight on how you would feel if certain things happened in your relationship.,"to get a sence of how you feel about your relationship in your own eyes, and to get you to think about how you actually feel about your current relationship.","both focused on relationship questions, and concerns ''i'' as a contributing factor in my relationship might not have ever thought about. ",nope,yup,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_PBQHl2neYkQDGWl,Default Response Set,Anonymous,,,130.179.244.93,0,15-10-05 9:33,15-10-05 10:16,1,M045,1,1,1,3,4,4,2,4,7,6,3,6,7,4,3,2,5,4,2,6,4,4,5,2,1,4,0,3,3,4,5,5,2,3,1,5,4,5,4,5,5,7,2,3,3,1,6,6,0,4,2,1,1,4,4,4,5,4,3,3,4,6,5,5,2,5,4,4,2,6,1,6,5,2,4,3,5,5,5,6,5,3,5,1,5,4,2,4,3,6,2,2,5,1,5,6,6,6,5,6,1,,21,3,,1,2,,0,3,1,15,2,1,1,NO,giving some insight into the research I would be doing,studying what the person's mind think about when given in hypothetical situation,"yes, what personality my parnter is may affect reaction given in hypothetical situation.",no,yes,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_D8joz0mNgtsVmSd,Default Response Set,Anonymous,,,130.179.244.55,0,15-10-05 11:07,15-10-05 11:32,1,M046,1,1,1,3,3,4,2,1,0,1,3,0,8,0,0,5,3,3,4,2,0,2,3,8,0,1,0,2,0,1,8,2,0,2,0,0,0,6,0,2,6,4,0,0,4,0,4,4,2,2,0,1,1,7,7,8,2,5,7,6,3,2,6,6,4,3,5,2,6,4,2,2,2,1,4,3,3,6,6,6,4,2,2,1,3,4,4,5,6,1,1,1,6,4,6,3,1,2,1,3,1,,18,1,,1,4,,1,2,1,2,2,1,1,No it seemed fairly reasonable. ,"To gather more information about me and my partners dating relationship, based on what I notice about her and how I feel about her. ","Gather information about me and my partners relationship, also a bit of information about who I am as an individual. ","Yes in a way, more so about information about my partner than anything or what I thought of her. ",No. ,No.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_bD8WAnk85Uk8hMJ,Default Response Set,Anonymous,,,130.179.244.181,0,15-10-05 11:06,15-10-05 11:43,1,M047,1,1,1,7,4,4,3,3,1,7,6,2,4,6,7,4,6,6,2,1,0,4,2,2,1,5,0,5,6,1,7,4,1,6,0,2,5,6,3,6,6,6,3,5,6,3,5,3,4,4,1,1,1,8,7,7,5,7,7,7,5,4,2,4,7,4,3,4,2,2,3,3,5,5,4,5,5,3,3,2,4,3,4,2,6,3,3,2,4,4,1,7,2,1,5,5,5,5,6,4,1,,19,2,,1,2,,1,7,1,20,2,1,1,"No,i didnt.",Give you a Gengral idea what this research is doing and open your mind that help you remenber a lot of things between you and you partner.,"Specific questions and situations that might occur during the daily life ,and fill out the level of reaction. To analysis the relationship between you and your partner and even your personality within the relationship. Furthemore, test the hypothese that might be consider about, conclued the genral idea for the public, and that might be helpful for dating relationship(romatic relatioship) in the future.",Yes.The one on paper to help you to open your mind. and the other help you that make sure those event you remembed on paper is clear.,Not really.,"yes, i think so. but not for me .",1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3PS7nkL1oPVGMb5,Default Response Set,Anonymous,,,130.179.244.112,0,15-10-05 12:04,15-10-05 12:33,1,M048,1,1,1,7,7,7,0,8,0,0,8,8,8,0,0,8,0,8,4,0,8,8,8,8,0,0,0,0,4,0,0,8,0,0,0,0,6,4,0,0,0,8,0,0,7,0,8,0,0,8,0,1,1,4,4,4,4,4,2,0,4,1,4,4,4,7,4,4,1,5,2,2,1,4,4,4,5,1,1,7,1,5,1,1,1,4,7,4,1,1,1,1,1,1,4,7,7,4,1,1,1,,28,3,,1,6,We are begining to seperate. Due to an age diffrence,3,1,1,3,1,1,1,the second half. Seemed unrelated to me.,For Tamara's teacher.,Tamara's study.,Yes; both were related to relationships.,No.,Everything was the same.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_2AT0GWxBX61227W,Default Response Set,Anonymous,,,130.179.244.55,0,15-10-05 12:35,15-10-05 13:02,1,M049,1,1,1,1,3,7,1,4,1,1,3,1,8,1,1,7,2,2,3,2,0,3,1,5,3,5,0,0,5,3,8,4,2,8,1,3,2,1,6,7,7,5,1,4,6,1,6,5,2,7,1,1,1,8,8,8,1,8,8,8,4,4,4,5,3,5,5,2,2,4,2,5,6,5,4,3,4,4,4,5,3,3,4,1,2,5,5,2,3,4,2,2,6,6,2,3,5,3,3,3,1,,17,1,,1,4,,2,5,1,20,1,1,1,No.,To see what the subjects thought on relationships was.,To see what the subjects thought on their personal relationship was.,"Yes, they both asked questions about relationships.",No.,Yes.,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_3HUoj1Nl56fN2Ia,Default Response Set,Anonymous,,,130.179.244.55,0,15-10-05 14:00,15-10-05 14:33,1,M050,1,1,1,0,7,1,5,0,0,5,6,0,8,0,0,5,4,7,0,0,0,0,0,0,8,5,0,0,6,0,8,6,0,3,0,8,8,2,6,8,8,3,0,7,3,0,1,8,0,4,0,1,1,8,8,7,0,8,8,8,5,6,7,7,7,6,1,1,7,7,4,1,1,1,3,4,6,4,7,1,3,3,5,1,2,1,5,3,3,4,2,2,6,7,4,7,1,5,1,5,1,,18,1,,1,4,,2,7,1,27,1,1,1,"nope, it was good.",to see my status with my partner? or maybe to see how long it would last.,to see my status with my partner? or maybe to see how long it would last.,"yes, they were both to do with my personality and how i treat things.",no,yes,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3JkptIOqjnNhbay,Default Response Set,Anonymous,,,130.179.244.181,0,15-10-05 14:06,15-10-05 14:34,1,M051,1,1,1,3,3,0,1,4,1,7,1,1,7,1,1,1,1,4,1,4,1,1,1,0,0,0,0,6,0,4,2,7,7,0,7,4,0,1,4,7,7,7,2,0,4,1,1,1,1,4,1,1,1,7,7,4,1,6,6,7,4,4,5,2,2,4,6,4,4,4,5,6,4,4,7,2,6,2,6,6,2,6,1,2,3,6,2,6,1,7,1,2,3,6,6,6,2,5,2,5,1,,17,1,,1,4,,1,9,1,10,1,1,1,Nope,"To get some sort of psychological data related to relationships, would be my best guess.","The same as the pilot study, I'm assuming. ",I guess. They're both about relationships.,No,"I have no idea. Based on the fact his question was even asked, I would presume that they would have differed in some way.",1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,1
R_3KGvegeW8b6iMk1,Default Response Set,Anonymous,,,130.179.244.55,0,15-10-05 15:31,15-10-05 16:15,1,M052,1,1,1,2,7,1,2,4,2,3,1,6,8,2,5,6,6,5,7,1,0,2,7,8,1,8,0,5,1,2,8,8,4,3,1,1,1,3,7,7,6,5,2,4,7,3,6,3,7,4,1,1,1,4,5,4,1,5,3,4,5,5,4,3,4,6,3,3,5,5,1,4,2,5,6,4,5,7,3,6,7,2,5,4,4,6,7,1,6,2,6,4,6,1,7,5,2,4,6,3,1,,22,1,,1,5,,2,0,1,31,1,1,1,"Well, certain questions seemed a little out of place, but generally no. / ",Just an intimate way of describing specific attributes in a relationship,"I would guess the survey was something about correlations between relationships and law abiding? I have no clue actually. / Maybe it was to show people that they suck at life, just kidding. / I assume it was just to get an idea about relationships, including conflict management and faithfulness.","Besides them both being about relationships, no.","Possibly, the pilot study tended to bring up the idea of independency, and got me to think of my relationship in a more critical (and slightly negative) way, just by me thinking about how I enjoy time alone, and how I appreciate my independencies from my partner.","I don't know, I am the only one here. / But they probably got different prompts, because this is psychology, and they tend to do stuff like that. / Maybe some prompts were like ""how does your partner improve your life?"" and others like ""what's two things that frustrate you about your partner?""",1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,2
R_1dbhBxuPhRb6V7K,Default Response Set,Anonymous,,,130.179.244.191,0,15-10-05 16:56,15-10-05 17:35,1,M053,1,1,1,5,6,5,7,2,1,0,7,2,8,1,1,6,3,6,6,0,4,5,5,4,1,6,0,0,1,0,8,2,0,6,5,0,1,2,8,7,7,2,0,6,3,0,1,6,1,4,0,1,1,4,4,7,0,4,6,5,2,6,2,7,1,6,5,2,3,7,2,6,7,2,4,5,4,7,3,7,7,6,1,1,1,7,7,3,1,7,1,4,6,2,7,7,6,7,6,2,1,,20,3,,1,3,,1,7,1,15,1,1,1,"I'm just curious, is it common that couples date other people while in their current relationship and are aware of it?","To ""measure"" how close we are with our partner?",Was it to determine how compatible introverts were with extroverts?,"Well, they both asked questions regarding my relationship with my partner.","No, not really.",Yes,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_aXfoGUDxmxVRktP,Default Response Set,Anonymous,,,130.179.244.55,0,15-10-05 16:55,15-10-05 17:35,1,M054,1,1,1,0,6,5,1,4,0,0,6,0,0,0,0,5,1,4,1,0,4,4,5,1,1,4,0,0,0,0,0,6,0,5,0,0,3,3,1,5,5,5,0,1,6,0,6,3,1,4,0,1,1,8,8,8,0,8,8,8,3,4,5,6,5,5,3,3,3,4,4,4,3,1,4,3,3,5,6,5,4,4,4,2,3,5,2,3,2,7,6,2,5,2,4,4,1,5,4,4,1,,20,1,,1,4,,1,8,1,20,1,1,1,"There was nothing in particular I found strange, there was a few instances where I feel my answer to the multiple choice questions rated 1-7  was not fitted to my answer such as if I would feel irritated or not, I feel the emotion I would be feeling would not resemble irratation. Although displeasure is a synonym I feel another emotional state would better describe the instance. The same goes for the cheating question. I wouldn't break up because ""there is other fish in the sea"". ",I'm not sure what the purpose of the pilot study administered on paper was for other than what people expect from from a relationship such as freedoms and expectations. ,I think the main purpose of the main study was similar to the paper study. ,"They both seemed to asked the same type of questions, the online one was more in depth. ","Yes, it got me thinking about the personal aspects of a relationship.",I'm not sure. ,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_3hmvXpzl3I2n3Bp,Default Response Set,Anonymous,,,130.179.244.60,0,15-10-06 10:19,15-10-06 10:45,1,M055,1,1,1,5,8,6,0,0,0,2,8,0,4,8,5,0,3,5,6,3,2,8,8,8,0,8,0,4,2,6,7,4,2,6,0,3,8,0,3,6,8,8,0,7,8,0,8,6,0,8,0,1,1,8,8,8,0,8,8,8,7,4,3,5,7,5,3,7,5,6,1,5,1,5,5,1,6,7,7,1,3,1,1,1,1,7,3,4,1,7,3,3,1,7,2,6,1,7,3,5,1,,19,1,,1,4,,3,4,1,23,1,1,1,Not at all.,"Background info, most likely. ","I know from my text that the stated purpose is not the real one, but I haven't the faintest idea what the actual purpose was.",Most likely to gauge the quality of the relationship.,No.,"I would have no way of knowing this. I assume that some did, as a control group, but I had no contact with other participants.",1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_pS0RL8840VTM265,Default Response Set,Anonymous,,,130.179.244.151,0,15-10-06 11:29,15-10-06 11:55,1,M056,1,1,1,1,0,2,1,0,0,1,2,0,5,4,4,6,0,8,1,0,4,8,4,1,1,8,0,2,4,6,7,5,0,2,1,1,3,6,0,4,8,7,0,2,7,0,7,2,5,7,0,1,1,8,8,7,0,8,8,8,4,5,2,7,6,4,6,1,6,4,2,6,5,1,4,1,4,5,7,5,5,6,5,1,1,2,2,4,7,2,5,1,7,1,7,3,7,7,4,2,1,,20,2,,1,4,,1,7,1,9,2,1,1,Not at all,to see if you and your partner have other things in their lives other then each other,to see how you respond to certain situations that can in reality happen when you are in a relationship with someone,yes they are in a way because you could do different things and some things that were asked in the study can happen,not at all,not sure,1,1,2,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
R_6MqF7flSif312z7,Default Response Set,Anonymous,,,130.179.244.118,0,15-10-06 11:32,15-10-06 11:55,1,M057,1,1,1,4,6,6,5,4,3,8,6,5,6,3,2,5,3,5,6,3,1,5,5,6,5,6,0,2,0,1,7,6,2,4,1,1,2,3,3,5,6,6,3,1,6,1,5,5,2,6,0,1,1,6,6,7,2,7,6,7,7,6,2,5,6,6,3,4,5,4,2,2,4,2,4,4,6,3,5,5,6,2,4,2,6,4,3,1,4,6,2,2,5,2,6,4,5,2,3,2,1,,18,1,,1,3,,1,2,1,20,1,1,1,Speed limit questions?,"To summarize/recall your feelings towards your partner, to generate questionnaire questions for a research that is in planning.",To learn about people's current relationship and emotions.,"Yes, they were both about your relationship/partner.",Not particularly. ,Uncertain.,1,1,1,Sucharyna University of Manitoba,49.81430054,-97.15309906,-1,0
