V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,ES,Intro1,IntroT_1,IntroT_2,IntroT_3,IntroT_4,Intro2,Q70_1,Q48,TPT_1,TPT_2,TPT_3,TPT_4,FDD_1,Q49,FDT_1,FDT_2,FDT_3,FDT_4,IntrUn,Un1,Un2,Mot,Q52,HI1_1,HI2_2,HI3_3,HI4_4,HI5_5,HI6_6,HI7_1,HI8_2,VI1_3,VI2_5,VI3_5,VI4_6,VI5_7,VI6_8,VI7_1,VI8_2,HC1_3,HC2_4,HC3_5,HC4_6,HC5_6,HC6_6,HC7_6,HC8_6,VC1_6,VC2_6,VC3_6,VC4_6,VC5_6,VC6_6,VC7_6,VC8_6,E1,E2,E3,E4,E5,TrustStran,TrustRand,Trust1,Trust2,Trust3,Trust4,PARH1,PARH2,PARH3,PARH4_1,PARH4_2,PARH4_3,PARH4_4,yearborn,gender,grewup,knownother,LocationLatitude,LocationLongitude,LocationAccuracy
R_svWwgAkNmqQhGlb,Default Response Set,Anonymous,,,195.221.44.8,0,9/11/15 12:52,9/11/15 13:24,1,1,1,0,0,138.941,0,1,,,,,,,162,1,0,0,38.571,0,1,9,1,"Je voulais, au d̩but donner la totalit̩ de ma somme au groupe pour que tout le monde soit gagnant. Mais rapidement je me suis convaincu que les gens ̩taient bien souvent plus indivudualistes et pensaient plus �� leur int̩r̻t personnel que collectif, surtout lorsque l'on parle d'argent, c'est pourquoi je n'ai donn̩ qu'une petite somme.",1,9,7,9,9,9,4,9,9,6,5,5,5,1,7,6,4,8,9,9,9,8,8,8,9,1,6,9,7,1,1,1,7,3,10,2,0,2,1,7,2,1,2,1,2,Je pense que cette ̩tude essaie de mettre en relation notre fa̤on de voir l'organisation de la soci̩t̩ et la confiance que l'on accorde �� autrui avec une prise de d̩cision engageante et pr̩sentant un enjeu.,"Je pense (comme il a ̩t̩ le cas dans une exp̩rience similaire) que je ne suis pas en relation avec 3 autres participants et qu'une somme fixe est d̩finit pour tout le monde avant m̻me d'avoir d̩but̩ l'exp̩rience et ce, par les exp̩rimentateurs.",6,2,6,2,77,2,Savoie,0,45.17149353,5.722396851,-1
R_tET6TrNH4F6z6Lv,Default Response Set,Anonymous,,,195.221.44.22,0,9/10/15 16:33,9/10/15 17:00,1,1,1,0,0,102.852,0,1,166,1,0,0,14.788,0,,,,,,,1,9,1,J'ai choisi de ne pas tout garder mais de ne pas tout donner non plus afin d'̻tre ̩quitable.,1,6,2,8,7,9,4,7,6,5,4,5,4,3,3,6,5,7,8,9,8,6,6,8,7,3,2,5,6,5,6,2,8,1,0,0,0,0,3,9,2,1,3,1,2,"C'est finement amen̩. C'est intelligent, on s'impose un temps de r̩flexion avant de d̩cider ou de r̩pondre car ce sont des questions ou des situations que l'on peut faire face tous les jours.",non,3,3,4,2,76,1,Annecy (Haute-Savoie),2,45.17149353,5.722396851,-1
R_TiS2OHzqdWlffOh,Default Response Set,Anonymous,,,195.221.44.2,0,9/15/15 15:22,9/15/15 15:46,1,1,1,0,0,80.044,0,1,,,,,,,250,1,0,0,169.541,0,1,9,1,"De mettre 0��� c'est un peu ̩go��ste, mais je voulais pas non plus mettre toute ma cagnotte car j'ai quand m̻me esp̩r̩ que les autres mettent plus que moi... j'ai choisi un ""entre deux"" assez g̩n̩reux pour obtenir un versement ̩quitable plus grand que ma contribution initiale...",1,7,4,9,8,9,7,7,7,5,2,3,1,5,4,3,2,5,7,2,9,6,6,4,6,1,1,2,3,4,6,3,6,3,10,1,0,0,4,7,2,1,2,1,2,"je suppose que c'est pour voir comment on r̩agit face �� une situation de groupe dans laquelle il faut prendre une d̩cision... / Souvent on entend dire que plus on est nombreux, plus on rejette la responsabilit̩ sur son voisin ; quand on est en groupe et qu'il faut prendre une d̩cision qui nous concerne personnellement, on met de c̫t̩ le ""bon"" qui est en nous. On ^peut finalement plus nous faire confiance et on devient presque vicieux, sournois dans le but d'acqu̩rir tous les biens possibles pour notre propre satisfaction personnelle",non,3,4,4,5,76,2,"France, Haute Savoie",2,45.17149353,5.722396851,-1
R_Tqo8EmFelv18MKJ,Default Response Set,Anonymous,,,195.221.44.4,0,9/16/15 14:05,9/16/15 14:21,1,1,1,0,0,84.902,0,1,400,1,0,0,10.735,0,,,,,,,1,9,1,"solidarit̩, esprit d'̩quipe et pr̩cipitation",1,5,7,9,5,7,4,7,6,9,6,9,5,5,7,6,4,6,1,3,8,2,7,3,3,1,1,6,3,3,7,1,3,3,1,1,0,5,4,5,2,3,3,2,2,plus la personne est m̩fiante et comp̩titive dans la vie de tous le jours moins elle sera apte �� collaborer pour faire gagner de l'argent au groupe,un doute sur le fait qu'on puisse tous gagner une somme diff̩rente en fonction de nos r̩ponses.,4,5,4,9,71,2,"France, Is̬re",0,45.17149353,5.722396851,-1
R_UATWBONB256vQf7,Default Response Set,Anonymous,,,195.221.44.24,0,9/10/15 15:06,9/10/15 15:45,1,1,1,0,0,57.22,0,1,,,,,,,360,1,0,0,34.223,0,1,9,1,C'̩tait un choix difficile ! J'ai choisi de donner presque tout en restant un minimum ̩go��ste au cas o�_ les autres participants auraient voulus garder tout leur argent.,1,4,3,6,6,5,3,4,2,3,1,4,2,1,3,4,4,7,4,7,6,7,7,5,8,1,2,5,5,4,5,3,5,1,10,0,0,5,4,6,3,3,2,2,2,"Si on est du genre �� faire confiance facilement on va mettre tout notre argent en commun et compter sur les autres pour faire de m̻me, mais si on est du genre comp̩titif on va avoir tendance �� tout garder pour nous.",non,4,5,2,3,74,2,France 73,0,45.17149353,5.722396851,-1
R_UEbWYFkLZok7jln,Default Response Set,Anonymous,,,195.221.44.11,0,9/9/15 15:26,9/9/15 15:46,1,1,1,0,0,79.964,0,1,400,1,0,0,12.908,0,,,,,,,1,9,9,car c'est la plus haute sommes,1,7,1,9,9,9,1,9,7,1,8,2,5,1,5,5,1,9,9,9,9,9,7,9,9,9,9,5,6,5,9,5,9,1,0,0,0,0,1,5,3,2,3,1,2,"L'etude actuelle est port̩ sur la vie en soci̬t̬ , sur la confiance.",non,5,2,4,9,77,2,Grenoble,1,45.17149353,5.722396851,-1
R_UEFrvTVK8wuO1gd,Default Response Set,Anonymous,,,195.221.44.8,0,9/10/15 12:27,9/10/15 13:23,1,1,1,0,0,59.84,0,1,,,,,,,240,1,0,0,20.382,0,1,9,1,Si chacun contribue un peu on aura tous une plus grosse cagnotte,1,7,1,8,6,4,4,6,7,6,8,2,2,1,6,6,3,5,8,8,8,7,7,9,5,1,1,4,7,1,1,3,6,4,0,0,0,0,6,7,3,3,1,2,2,Le but de l'experience avec la remise en jeu de notre cagnotte cherche a montrer  le degr̩ de confiance entre different inconnu sans meme avoir de visuel.,non,3,3,4,9,78,1,Montelimar Drome France,0,45.17149353,5.722396851,-1
R_UEhVegzwnbhlpS1,Default Response Set,Anonymous,,,195.221.44.4,0,9/15/15 15:23,9/15/15 15:40,1,1,1,0,0,66.731,0,1,0,1,0,0,27.011,0,,,,,,,1,9,1,"J'ai choisi d'allouer ce montant pour ̻tre certain de mes gains �� l'issue de l'exp̩rience. Le fait d'allouer une certaine partie de ma somme initiale aurait fait que mes gains auraient fluctu̩s en fonction des dons des autres participants. Dans le cas o�_ j'aurais ̩t̩ le seul �� donner, je me serais trouv̩ l̩s̩ par rapport aux autres participants. Mes gains personnels m'importent plus que le gain total du groupe revers̩ aux participants, j'ai donc choisi de ne rien donner.",1,8,6,8,4,9,4,6,7,7,8,4,7,3,4,9,2,9,6,6,7,3,5,5,5,2,1,3,1,4,2,2,5,3,2,0,0,0,3,7,2,2,2,1,2,"L'̩tude tente de montrer si on est pr̻t �� donner aux autres aux d̩pends de son propre int̩r̻t. Elle tente aussi de montrer si on est pr̻t �� avoir une part d'incertitude pour gagner plus gros. Nous sommes mis face �� des choix, puis nous devons expliciter ces choix pour voir s'ils sont en ad̩quations avec ce que nous pensons ̻tre notre mode de fonctionnement.",non,5,4,5,2,75,1,"France, Grenoble (38)",2,45.17149353,5.722396851,-1
R_UF5L2Umn8bmGNGx,Default Response Set,Anonymous,,,195.221.44.8,0,9/10/15 08:50,9/10/15 11:39,1,1,1,0,0,90.346,0,1,300,1,0,0,16.681,0,,,,,,,1,9,1,dans l'int̩r̻t d'une dynamique de groupe,1,5,6,8,6,9,5,5,7,5,7,5,6,1,6,3,7,6,5,9,9,6,8,7,5,5,5,4,6,5,6,2,9,3,10,2,2,9,5,7,3,2,3,2,2,je pense que cette ̩tude tente de montrer le degr̩ de confiance qu'une personne peut porter �� des inconnus mais aussi le niveau d'ind̩pendance qu'une personne estime avoir vis-��-vis d'autrui,non,4,3,5,2,72,1,"France, is̬re",0,45.17149353,5.722396851,-1
R_UGwNMyzEbJuQnmN,Default Response Set,Anonymous,,,195.221.44.28,0,9/10/15 16:32,9/10/15 17:01,1,1,1,24.261,71.068,100.222,2,1,,,,,,,240,1,0,0,24.587,0,1,5,2,Car je peux le d̩partager,1,6,6,7,8,8,8,8,8,4,3,3,1,2,4,3,6,7,5,7,8,5,7,7,7,4,3,5,7,5,5,8,5,2,0,0,0,0,5,10,1,2,2,2,1,"L'̩tude essaie de nous centrer sur notre propre vision du monde et des gens qui nous entourent. En nous posant des questions, elle essaie de comprendre nos r̩actions face �� cela.",non,3,5,5,6,77,2,Valence (26),0,45.17149353,5.722396851,-1
R_UXwW7D6gi3BkokV,Default Response Set,Anonymous,,,195.221.44.22,0,9/9/15 14:06,9/9/15 14:35,1,1,1,7.383,24.036,55.19,3,1,243,1,0,0,16.23,0,,,,,,,1,9,9,parce que c'est le plus grand montant,1,5,9,9,8,9,7,6,6,1,9,5,2,1,5,4,9,9,9,9,8,9,9,9,9,2,1,4,9,9,1,5,9,3,0,1,0,1,4,4,2,1,3,1,2,"Je pense que l'̩tude essaie de montrer jusqu'o�_ peut nous amener la comp̩tition, et si on est capable d'aider les autres dans la vie r̩el et elle tente de le montrer tout en prenant l'exemple si on est pr̻ts �� sacrifier de l'argent pour donner aux autres ou garder cet argent pour soi-m̻me.",non,6,2,6,4,74,1,Lima-P̩rou,0,45.17149353,5.722396851,-1
R_vSO6X0UlnA1NVcJ,Default Response Set,Anonymous,,,195.221.44.24,0,9/9/15 11:12,9/9/15 11:36,1,1,1,2.681,2.681,61.747,1,1,9,1,0,0,14.365,0,,,,,,,1,9,1,"J'ai choisi d'allouer le montant que j'ai choisi car je ne savais pas comment r̩agirais les autres. Etant donn̩ que nous vivons dans un syst̬me o�_ chacun pense qu'�� sa petite personne, j'ai mis 3% de 400centimes",1,9,4,8,8,9,8,9,9,6,8,3,3,2,9,8,4,6,9,9,5,9,9,5,8,9,1,3,7,9,5,9,8,1,0,0,0,1,1,4,2,3,2,1,2,Je pense que l'̩tude actuelle tente de montrer bri̬vement que les personnes qui nous sont inconnus peuvent ̻tre dignes de confiance.,non,2,6,2,4,77,1,Les abrets 38,2,45.17149353,5.722396851,-1
R_vvn36qRxFMkNOBb,Default Response Set,Anonymous,,,195.221.44.3,0,9/14/15 15:06,9/14/15 15:27,1,1,1,0,0,95.719,0,1,,,,,,,400,1,0,0,16.894,0,1,9,7,Je pr̩f̬re mettre en jeu la totalit̩ de la somme et esp̩rer avoir 8��� car je pense que la plupart des personnes souhaitent doubler leur mise et donc prendre la m̻me d̩cision que moi. Je pense qu'il y a moins de chance qu'une personne tente de gagner 10���.,1,6,5,9,3,9,2,7,5,4,6,2,7,2,3,3,7,7,3,9,7,3,6,7,5,2,5,3,8,1,2,5,2,1,0,0,0,0,3,6,2,3,3,1,2,Elle essaie de montrer comment les gens se comportent face �� certaines situations et ce qui les poussent �� prendre telles ou telles d̩cisions.,non,6,2,4,6,74,2,Aurec sur loire - Haute-Loire,0,45.17149353,5.722396851,-1
R_W9vSWGTDggHzRuh,Default Response Set,Anonymous,,,195.221.44.28,0,9/11/15 12:54,9/11/15 13:20,1,1,1,0,0,100.85,0,1,,,,,,,400,1,6.31,18.972,55.813,3,1,9,1,"Si tout le monde joue le jeu en mettant le maximum chacun en tire un avantage r̩ciproque, le risque est legerement ̩l̩v̩ du fait de la petite somme en jeu. J'ai donc pris la d̩cision de tenter le coup pour en esp̩rer le maximum quitte a prendre un risque.",1,8,7,6,9,9,6,8,8,6,9,6,6,8,9,9,2,7,3,8,7,6,8,6,7,7,7,2,2,2,2,4,7,1,3,3,0,1,6,8,1,3,1,2,2,"La confiance donn̩es aux autres pourrait nuire aux interets personnels. Nous sommes tous sous une forme de comp̩tition avec les autres, et aider, soutenir, faire confiance est un risque pour ces propres interets.",non,2,9,2,2,76,1,Grenoble,1,45.17149353,5.722396851,-1
R_xA9k9Nau4OntHGx,Default Response Set,Anonymous,,,195.221.44.8,0,9/9/15 16:40,9/9/15 16:57,1,1,1,0,0,58.744,0,1,332,1,0,0,10.925,0,,,,,,,1,9,1,"j'ai choisit ce montant car je suis plus pour l'esprit d'̩quipe, j'esp̬re que les deux autres personnes auront fait le m̻me choix que moi",1,8,4,6,6,7,5,6,6,5,7,3,7,4,6,6,5,9,9,9,9,9,9,8,9,5,2,6,7,1,6,5,7,1,10,5,0,5,5,8,3,3,3,1,2,notre degr̩s de prise de risques en fonction de notre personnalit̩,je pense que les participants de notre groupe sont en r̩alit̩ fictifs,3,6,2,6,75,2,France 38400,2,45.17149353,5.722396851,-1
R_XBTqb9cE9lVzBHH,Default Response Set,Anonymous,,,195.221.44.3,0,9/11/15 14:03,9/11/15 14:33,1,1,1,0,0,137.749,0,1,400,1,0,0,16.979,0,,,,,,,1,9,1,Je pr̩f̬re que l'on  gagne tous le m̻me de 8 euros plut̫t que de gagner 2 euros de plus mais que les autres gagnent 2 euros de moins!,1,5,5,6,7,7,1,5,6,6,1,2,1,1,2,1,8,6,5,7,7,8,7,7,8,3,4,6,5,5,5,2,3,2,3,1,0,1,5,8,3,3,3,2,2,Je pense que l'̩tude essaie de savoir si la plupart des gens sont individualistes ou s'ils prennent en compte l'int̩r̻t des autres dans leur prise de d̩cision.,non,5,2,5,9,75,2,"France, 91190",0,45.17149353,5.722396851,-1
R_xf9ets7Vv3d4Rk5,Default Response Set,Anonymous,,,195.221.44.22,0,9/14/15 13:10,9/14/15 13:19,1,1,1,24.972,25.396,71.02,2,1,,,,,,,160,1,0,0,13.835,0,1,9,1,un petit peu moins que la moiti̩ pour essayer de garder le maximum et juger de ce que les autres vont mettre,1,6,3,9,4,7,6,7,9,3,5,2,2,6,8,7,1,3,1,5,6,6,6,5,4,1,1,2,1,2,2,7,9,1,50,8,1,30,4,6,2,1,3,1,2,je ne sais pas,"les ""2 autres personnes"" sont des ordinateurs",4,6,2,9,72,2,metz 57,2,45.17149353,5.722396851,-1
R_YSaumXOi2g7wtIR,Default Response Set,Anonymous,,,195.221.44.11,0,9/15/15 15:24,9/15/15 15:36,1,1,1,46.613,46.933,49.269,2,1,,,,,,,0,1,102.265,102.265,105.626,1,1,9,1,"Plus avantageux si les autres donnent leur 4���, plus risqu̩, mais b̩n̩fice plus ̩l̬v̩. Quitte ou double.",1,7,5,9,7,3,9,6,7,7,9,3,3,3,9,6,5,6,5,6,6,5,6,4,2,2,1,2,5,1,4,7,2,1,0,1,0,0,1,7,2,1,2,1,2,"Le comportement d'un individu dans un groupe, le partage et la place qu'il s'attribue dans une soci̩t̩ d'inconnus. Mais aussi la confiance qu'il peut porter, accorder aux autres, tout ̤a dans un int̻ret personnel ou non.",non,4,3,4,2,75,1,"Douai, France",2,45.17149353,5.722396851,-1
R_z2tYtWOYgRpjH9f,Default Response Set,Anonymous,,,195.221.44.4,0,9/9/15 16:39,9/9/15 17:03,1,1,1,97.635,99.411,108.314,4,1,,,,,,,400,1,0,0,28.353,0,1,9,1,"J'ai fait ce choix en esp̩rant que les autres agiront de m̻me pour que nous ayons tous 8 euros, sans diff̩rence entre nous.",1,7,9,9,6,7,3,7,5,1,6,1,6,1,4,3,7,6,7,9,9,9,8,7,9,2,6,5,5,3,8,3,9,1,0,0,0,0,4,6,3,1,1,1,2,Je pense qu'elle concerne la solidarit̩ et qu'elle cherche �� montrer si les gens arrivent �� se forger une opinion seul.,non,4,5,5,5,78,2,"Aubenas, France",0,45.17149353,5.722396851,-1
R_ZHPzFGeUxfkXHQR,Default Response Set,Anonymous,,,195.221.44.22,0,9/9/15 15:31,9/9/15 15:48,1,1,1,0,0,81.782,0,1,,,,,,,240,1,0,0,24.806,0,1,9,1,"J'ai essayer d'allouer un montant plus que moyen du fait que je ne connais pas les personnes avec qui je suis donc je ne connais pas leurs intentions, et ̩tant de nature g̩n̩reuse(sans pr̩tention biensur), cela explique pourquoi j'ai mis un peu plus que la moiti̩",1,8,8,8,9,8,8,7,8,6,6,6,8,8,9,7,1,8,9,7,9,7,9,8,9,4,7,8,7,9,2,9,7,3,1,5,0,1,3,7,2,1,2,1,2,D'apr̬s moi cette ̩tude cherche �� montrer les diff̩rentes relations de confiance entre individus. Doit-il d̩pendre des autres ou non pour atteindre ses objectifs? faut-il faire confiance �� autrui ?...,Suspicions par rapport aux gains mis en jeux par les autres participants,9,3,5,4,74,1,Haute-savoie,1,45.17149353,5.722396851,-1
R_ZJ1XLytArDQ3gFb,Default Response Set,Anonymous,,,195.221.44.5,0,9/15/15 16:29,9/15/15 16:46,1,1,1,0,0,87.189,0,1,400,1,0,0,9.298,0,,,,,,,1,9,5,Je suis tr̬s mauvaise en maths et je compte sur la r̩action des autres personnes de l'exp̩rience - qui verseront peut-̻tre une large partie des 4���.,1,5,3,8,5,1,2,4,1,1,2,1,1,1,2,1,8,5,3,9,9,5,8,8,7,2,4,3,6,1,3,4,3,1,0,0,0,1,8,9,1,3,3,2,2,Quels param̬tres et traits de caract̬res d̩terminent une prise de d̩cision impliquant de l'argent - dans quelle mesure ces param̬tres sont-ils rationnels ?,non,3,6,3,6,72,2,France - jura (39),3,45.17149353,5.722396851,-1
R_zTICCSxpDngvvTb,Default Response Set,Anonymous,,,195.221.44.8,0,9/10/15 14:22,9/10/15 14:36,1,1,1,0,0,73.858,0,1,,,,,,,400,1,0,0,12.285,0,1,9,1,"Pour que le montant de tout le monde soit doubl̩, mon int̩r̻t propre ne m'int̩resse pas",1,5,5,9,5,5,7,5,6,1,1,2,1,1,1,2,9,9,5,9,9,2,9,5,7,2,1,1,9,1,5,1,5,1,0,0,0,0,5,7,3,2,3,2,2,L'̩tude servirait �� montrer si oui ou non la coop̩ration en soci̩t̩ est possible ou si les Hommes sont trop individualistes.,non,9,7,9,5,72,2,Saint Hilaire du Rosier (38),0,45.17149353,5.722396851,-1
R_ZymDkZrgwye5iiB,Default Response Set,Anonymous,,,195.221.44.5,0,9/14/15 12:56,9/14/15 13:21,1,1,1,0,0,62.256,0,1,129,1,0,0,11.369,0,,,,,,,1,9,5,je pense qu'il est pr̩f̩rable de contribuer plus personnellement pour l'ensemble du groupe que pour soi-m̻me,1,7,6,8,9,3,4,6,2,5,5,5,5,1,4,2,6,7,6,8,6,5,7,8,8,5,3,5,6,3,6,6,4,1,15,2,0,11,3,6,3,3,2,1,2,je pense que l'̩tude tente de montrer le rapport entre la comp̩tition et la confiance en soi. Quelque chose comme ca mais je ne suis pas s��re,non,9,6,9,5,72,2,grenoble 38,3,45.17149353,5.722396851,-1
