"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"cheung","Exit",0,0,0.0458606918661729,0,1
"cheung","Neglect",0.00511212705440824,0,0.0645922499074971,11.7317746439711,1.13291050767874
"cheung","Voice",0,0,0.0279655103919519,0,1
"cheung","Loyalty",0,0,0.012139560248681,0,1
