"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"cheung","Exit",0.00989862173686168,0,0.075826444922912,20.3167418749243,1.25496876449296
"cheung","Neglect",0.0103247068919358,0,0.0748972163869047,21.0011666566103,1.26584147851049
"cheung","Voice",0,0,0.0339003166271245,0,1
"cheung","Loyalty",0,0,0.0123982095810286,0,1
