"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","t1","t2","v1","v2","replicated"
"rpe","Abeler et al.",2,0.884311304346445,3.84145882069418,0.347023560657117,7.849,4.75884383138652,0.404711780690497,9.139,5.04323657468101,0.422833403337793,9.53133333333333,6.08289572202274,0.490174043711446,10.9426666666667,0.181982688600706,0.0801713250375897,0.00854700854700855,0.00317460317460317,0
"rpe","Ambrus and Greiner",2,0.6430529245169,3.84145882069418,0.422607446340839,7.849,4.75884383138652,0.477836227574733,9.139,5.04323657468101,0.495070435174116,9.53133333333333,6.08289572202274,0.558608623578791,10.9426666666667,0.320545409301946,0.234189466759367,0.0087719298245614,0.00282485875706215,1
"rpe","Bartling et al.",2,1.75911372062283,3.84145882069418,0.184735100605079,7.849,4.75884383138652,0.238213823677703,9.139,5.04323657468101,0.255415818190103,9.53133333333333,6.08289572202274,0.321153125723888,10.9426666666667,0.907644983319124,0.792813631870191,0.00469483568075117,0.00280112044817927,1
"rpe","Charness and Dufwenberg",2,0.0530616723711632,3.84145882069418,0.81781888327446,7.849,4.75884383138652,0.838872547433891,9.139,5.04323657468101,0.845335224071126,9.53133333333333,6.08289572202274,0.868695987094333,10.9426666666667,0.400059650056057,0.37688590118819,0.00628930817610063,0.00383141762452107,1
"rpe","Chen and Chen",2,53.5904909914899,3.84145882069418,2.46913600676635e-13,7.849,4.75884383138652,4.53714843473563e-12,9.139,5.04323657468101,7.74802444425404e-12,9.53133333333333,6.08289572202274,3.90915078085641e-11,10.9426666666667,1.2211735176846,0.171666663500579,0.0144927536231884,0.00606060606060606,0
"rpe","de Clippel et al.",2,1.88059270715722,3.84145882069418,0.170266797997368,7.849,4.75884383138652,0.222430843458621,9.139,5.04323657468101,0.239264446902986,9.53133333333333,6.08289572202274,0.303838972201591,10.9426666666667,0.120581028408444,0.2768638226551,0.00645161290322581,0.0065359477124183,1
"rpe","Duffy and Puzzello",2,41.0807551517481,3.84145882069418,1.46067491435531e-10,7.849,4.75884383138652,1.71893133060763e-09,9.139,5.04323657468101,2.73849209975197e-09,9.53133333333333,6.08289572202274,1.11636846433782e-08,10.9426666666667,0.996215082345103,-0.120581028408444,0.0196078431372549,0.010752688172043,0
"rpe","Dulleck et al.",2,0.0316107843190164,3.84145882069418,0.858884587566487,7.849,4.75884383138652,0.875302685860339,9.139,5.04323657468101,0.880339379695766,9.53133333333333,6.08289572202274,0.898532368738813,10.9426666666667,0.907644983319124,0.928727364246725,0.00606060606060606,0.008,1
"rpe","Ericson and Fuster",2,0.657672369123218,3.84145882069418,0.417382889132134,7.849,4.75884383138652,0.472845654226406,9.139,5.04323657468101,0.490159866292235,9.53133333333333,6.08289572202274,0.554023787151253,10.9426666666667,0.21317134656486,0.120581028408444,0.00917431192660551,0.00386100386100386,0
"rpe","Fehr et al.",2,0.974749432927925,3.84145882069418,0.323498533563732,7.849,4.75884383138652,0.381493591138673,9.139,5.04323657468101,0.399756786206896,9.53133333333333,6.08289572202274,0.467823603039118,10.9426666666667,0.484700278594052,0.320545409301946,0.0175438596491228,0.0101010101010101,1
"rpe","Friedman and Oprea",2,2.02583337602968,3.84145882069418,0.154644067937564,7.849,4.75884383138652,0.205140903316866,9.139,5.04323657468101,0.221499536695979,9.53133333333333,6.08289572202274,0.284536293804881,10.9426666666667,0.758173744684044,0.472230804420426,0.0133333333333333,0.027027027027027,1
"rpe","Fudenberg et al.",2,0.0682141299058246,3.84145882069418,0.79395497392284,7.849,4.75884383138652,0.817653333833738,9.139,5.04323657468101,0.824930931115386,9.53133333333333,6.08289572202274,0.851250919990532,10.9426666666667,0.309519604203112,0.342828254415394,0.00826446280991736,0.008,1
"rpe","Huck et al.",2,42.8749467865879,3.84145882069418,5.83532111519958e-11,7.849,4.75884383138652,7.34654781453514e-10,9.139,5.04323657468101,1.18282328376296e-09,9.53133333333333,6.08289572202274,4.98034857798757e-09,10.9426666666667,1.1881364043926,0.388423099718296,0.00854700854700855,0.00636942675159236,0
"rpe","Ifcher and Zarghamee",2,3.4090070801666,3.84145882069418,0.0648414509781063,7.849,4.75884383138652,0.0985740444350188,9.139,5.04323657468101,0.10990228698877,9.53133333333333,6.08289572202274,0.155413629392328,10.9426666666667,0.287682072451781,-0.0100003333533348,0.0181818181818182,0.0078125,0
"rpe","Kessler and Roth",2,1.28686372647221,3.84145882069418,0.256626731356601,7.849,4.75884383138652,0.3139972792834,9.139,5.04323657468101,0.332218006002528,9.53133333333333,6.08289572202274,0.400813703358601,10.9426666666667,0.536060336610567,0.354092528962243,0.00350877192982456,0.0222222222222222,1
"rpe","Kirchler et al",2,3.12227761401493,3.84145882069418,0.0772287678734567,7.849,4.75884383138652,0.114273432225193,9.139,5.04323657468101,0.126622892144656,9.53133333333333,6.08289572202274,0.175819344367051,10.9426666666667,0.792813631870191,0.590145159841189,0.00854700854700855,0.00460829493087558,1
"rpe","Kogan et al.",2,0.0249499652388833,3.84145882069418,0.874491801268087,7.849,4.75884383138652,0.889124605506343,9.139,5.04323657468101,0.893612771007049,9.53133333333333,6.08289572202274,0.909820760677088,10.9426666666667,0.331647108705132,0.309519604203112,0.00813008130081301,0.0114942528735632,1
"rpe","Kuziemko et al.",2,5.0920361034584,3.84145882069418,0.0240359554092332,7.849,4.75884383138652,0.0424176249752122,9.139,5.04323657468101,0.0488553243587838,9.53133333333333,6.08289572202274,0.0759849854513004,10.9426666666667,0.287682072451781,-0.120581028408444,0.0256410256410256,0.00709219858156028,0
