"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated"
"rand","time/delay",22,19.2852015023794,32.6705733409178,0.566850322262369,1.017,40.4973791509526,0.806583808578024,1.451,42.9927364577169,0.857409340000682,1.58733333333333,52.6197944801033,0.963456426178189,2.10966666666667,0.0240934268309511,0
