"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot"
"rand","time/delay",20,13.4420265839928,30.1435272056466,0.815193743165544,1.082,37.718245884967,0.939167783144628,1.54815789473684,40.1252365855635,0.9590796447849,1.69487719298246,49.3912359618405,0.992437825026603,2.25175438596491,0.0240800182481923,0,-0.0302757847626154
