"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot"
"alogna","RR1",33,35.0394332979199,46.1942595202791,0.325870769995268,0.787,57.3338934601046,0.672696219702422,1.184,60.9110865471416,0.759912414280247,1.31033333333333,74.793977046776,0.947317441720475,1.79466666666667,0.0443413833310385,1,-0.0765989113298895
"alogna","RR2",24,16.9737700558288,35.1724616269086,0.810536724543953,0.962,43.6110260839503,0.941798397508711,1.387,46.3058187885909,0.961990879299829,1.52133333333333,56.7164169791856,0.993914838399258,2.03366666666667,0.0582402353523347,1,-0.356092930675373
