"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"hagger","RTV",0.00367500146314267,0,0.0484648674186358,9.97569826956085,1.11081117073733
"hagger","RT",0.000950770405734452,0,0.0340461338291554,2.81929893711227,1.02901089317402
