"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated"
"rand","time/delay",21,16.4977627613521,31.4104328442314,0.685303586587366,1.048,39.291446461241,0.879906806640241,1.5075,41.7984092291207,0.915744535812111,1.652,51.457383397597,0.982069034911737,2.202,0.0240934268309511,0
