"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"alogna","RR1",0.00340659436934982,0,0.0362698258962699,7.8003653803909,1.08460299666667
"alogna","RR2",0,0,0.0223845659284575,0,1
