"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"eerland","Imagery",0.0113370849688067,0,0.160585784724455,20.6870656209502,1.26082839807796
"eerland","Intention_attribution",0.0119173804797002,0,0.150164429897612,21.518577245739,1.27418689022901
"eerland","Intentionality",0.0588986331939466,0.0115832515088301,0.330208566199495,57.3529534922867,2.34482826335731
