"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"alogna","RR1",0.00382452334973976,0,0.0362698258962699,8.67432207615158,1.09498229056
"alogna","RR2",0,0,0.0223845659284575,0,1
