"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot"
"cheung","Exit",17,20.0779688742785,26.2962276048646,0.216729475644518,1.204,32.5676238373899,0.450643984564822,1.667,34.5568700425596,0.525581639737285,1.81233333333333,42.1982948877082,0.76585703149254,2.36266666666667,0.0406552859883738,0,-0.0759945708912385
"cheung","Neglect",17,20.4376015057771,26.2962276048646,0.201154547161588,1.204,32.5676238373899,0.430435400756571,1.667,34.5568700425596,0.505395997274425,1.81233333333333,42.1982948877082,0.750546150188381,2.36266666666667,0.0406570956342838,0,-0.0663608980854692
"cheung","Voice",17,13.1326438368687,26.2962276048646,0.663035645082315,1.204,32.5676238373899,0.844357961978808,1.667,34.5568700425596,0.882324204138321,1.81233333333333,42.1982948877082,0.964796917689523,2.36266666666667,0.040564382092993,1,0.0405011643056522
"cheung","Loyalty",17,9.07988296558909,26.2962276048646,0.91008736587139,1.204,32.5676238373899,0.969996429983166,1.667,34.5568700425596,0.979474597509289,1.81233333333333,42.1982948877082,0.99575126205641,2.36266666666667,0.0404664990343536,1,0.0180475041396269
