"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot","outliersite","stdresid","Qi"
"wagenmakers","Wagenmakers",16,6.93642424242423,24.995790139729,0.959389944648469,1.254,31.331001920199,0.988428896146726,1.75466666666667,33.3338210603709,0.992464440415612,1.91055555555556,41.0123401698356,0.998701704006001,2.50111111111111,0.035625,0,0.0292727272727272,"Özdogru",-1.44143863131348,6.93642424242423
