"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"cheung","Exit",0,0,0.0458606918661729,0,1
"cheung","Neglect",0.00543968507757845,0,0.0645922499074971,12.3903451602454,1.14142670899581
"cheung","Voice",0,0,0.0279655103919519,0,1
"cheung","Loyalty",0,0,0.012139560248681,0,1
