"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot","outliersite","stdresid","Qi"
"alogna","RR1",32,32.0260593221661,44.9853432803658,0.415482609962678,0.802,56.1674559638495,0.75278551654909,1.21406451612903,59.7538310250394,0.826823515536963,1.34508602150538,73.6621723197313,0.9681809363472,1.84617204301075,0.00836619304671588,1,-0.0438935588646459,"mturk",1.95614665411904,32.0260593221661
"alogna","RR2",23,14.8577063755243,33.9244384714443,0.868271795472764,0.988,42.4143875567813,0.964528322262393,1.43636363636364,45.1202048914516,0.977765488393402,1.57748484848485,55.5611785931957,0.996944291442005,2.1159696969697,0.0102115837956519,1,-0.16368441167377,"andre kehn",1.49671627287698,14.8577063755242
