"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"alogna","RR1",0.000913618379246741,0,0.00718875384203791,10.7455871536613,1.12039278295585
"alogna","RR2",0,0,0.0041349016149548,0,1
