"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"alogna","RR1",0.0015268080192619,0,0.0315677892051079,3.70185854042474,1.03844164055834
"alogna","RR2",0,0,0.0238091044760698,0,1
