"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot"
"wagenmakers","Wagenmakers",18,12.0246728859348,27.5871116382757,0.798640876046913,1.159,34.1730595169592,0.922805671378821,1.616,36.2645289997857,0.94505117940661,1.75833333333333,44.3066437008089,0.986993119122699,2.30266666666667,0.0381273189206798,0,0.0293765196974143
