"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"alogna","RR1",0.00131099536166488,0,0.0315677892051079,3.19532450401701,1.03300795635795
"alogna","RR2",0,0,0.0238091044760698,0,1
