"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"hagger","RTV",0.00305177555461533,0,0.0484648674186358,8.42652141507971,1.09201923466591
"hagger","RT",0.000959641201427058,0,0.0340461338291554,2.84485499444066,1.02928156809686
