"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"eerland","Imagery",0,0,0.0538767407155704,0,1
"eerland","Intention_attribution",0,0,0.0880655849594306,0,1
"eerland","Intentionality",0.0287787328705052,0,0.195780918645896,40.6771998780253,1.68569251273352
