"paper","experiment","tau2","ci.lb","ci.ub","I2","H2"
"hagger","RTV",0,0,0.0293868978476957,0,1
"hagger","RT",0.00170279746729171,0,0.0361528979529494,5.06867566189152,1.053393078599
