"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar","replicated","tbardot"
"rand","time/delay",21,16.4977627613521,31.4104328442314,0.685303586587366,1.048,38.9293543249946,0.873825014405118,1.487,41.3244131641036,0.909758717689795,1.62533333333333,50.5576330484495,0.979058249368278,2.15166666666667,0.0238775176528383,0,-0.0160234187644587
