"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","vbar"
"wagenmakers","Wagenmakers",18,9.10729005088128,27.5871116382757,0.936835575333455,1.159,34.1730595169592,0.98109352377064,1.616,36.2645289997857,0.987526803824111,1.75833333333333,44.3066437008089,0.997767261156655,2.30266666666667,0.0368874494444445
