"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","t1","t2","v1","v2","replicated"
"alogna","RR1",2,2.8309078698454,3.84145882069418,0.0924660740999607,7.849,4.75884383138652,0.133032907648213,9.139,5.04323657468101,0.146455151098083,9.53133333333333,6.08289572202274,0.199462608175489,10.9426666666667,-0.524869968116992,-0.0700713470446369,0.0717759049459942,0.00128962570322888,1
"alogna","RR2",2,0.756236011955101,3.84145882069418,0.384509026014286,7.849,4.75884383138652,0.441236491575827,9.139,5.04323657468101,0.458993706058318,9.53133333333333,6.08289572202274,0.524704293542764,10.9426666666667,-0.563590069574825,-0.348591279843394,0.0589916812091272,0.00213272817528685,1
