"Experiment","Site","es.measurement","d","vd","g","vg","r","var.r"
"Flagpriming","wku","md",0.109880696267766,0.0409700695323853,0.109028907924605,0.0403373366515594,0.0545189520984861,0.0100261299581005
"Flagpriming","wl","md",-0.092882475797743,0.0466941694651264,-0.0920794572749959,0.0458902676529595,-0.0455388623301734,0.0111777991772822
"Flagpriming","wpi","md",0.0848108996911186,0.0471909419274037,0.0840513990968698,0.0463495155536302,0.0420804890001004,0.0115765040648026
"Gainloss","abington","md",0.615630822344139,0.066352216690453,0.609912889009673,0.0651253916849811,0.293705159956209,0.0126089977276676
"Gainloss","brasilia","md",0.581979972206071,0.0446352337517038,0.578209043660459,0.0440586813478652,0.278474111689709,0.00869599140778647
"Gainloss","charles","md",0.107679358683216,0.0638716217295355,0.106679240800709,0.0626906618975015,0.0520173868878599,0.0148247256418099
"Gainloss","conncoll","md",0.932669866374826,0.0647834404375965,0.924788149194194,0.063693135520571,0.420088029834894,0.00891340029661897
"Gainloss","csun","md",0.616402451434997,0.0563914280000341,0.611363739297926,0.0554732654061766,0.293553742933378,0.0106803831536803
"Gainloss","help","md",0.667627025083497,0.058954935219862,0.662451621788276,0.0580444479684045,0.314167559292712,0.0106050460445117
"Gainloss","ithaca","md",0.786810483993455,0.0628191338582494,0.780008087878238,0.061737619482346,0.363659684191259,0.0101049196076619
"Gainloss","jmu","md",0.8056540435902,0.0323076426370147,0.802094452823233,0.0320227860465608,0.37362840974543,0.00514387614532555
"Gainloss","ku","md",0.621678366293525,0.0479147026006097,0.617468354783636,0.0472679423766646,0.296564648309671,0.00907011473249797
"Gainloss","laurier","md",0.888489098854254,0.052439650198259,0.882304719975918,0.0517121725330822,0.403959286093411,0.00759087169092866
"Gainloss","lse","md",0.800099411717569,0.0209605843725724,0.797883069856856,0.0208446200895127,0.37080881440733,0.00334915015417235
"Gainloss","luc","md",0.782753179920861,0.0392836645110873,0.778611628704349,0.0388690640933868,0.361388642757327,0.00632920021951907
"Gainloss","mcdaniel","md",0.346745952296209,0.0515262888789469,0.344001261380935,0.0507137977078271,0.17074530813207,0.0117761776319563
"Gainloss","msvu","md",0.591619452417217,0.0627385407985281,0.586191751018894,0.0615926554897763,0.282473101816305,0.0121109057342722
"Gainloss","mturk","md",0.671967439333272,0.00537728390666245,0.671460294096039,0.00536917031459766,0.317820008375948,0.000972163085470605
"Gainloss","osu","md",0.733142362440664,0.0513045383066906,0.727842538133864,0.0505654669782604,0.344121608388423,0.00878469756656962
"Gainloss","oxy","md",0.30032383194249,0.0433648313563899,0.298410941293175,0.0428141724162889,0.147768991064544,0.0100449625929521
"Gainloss","pi","md",0.623905942433826,0.0041227899589185,0.623548676194601,0.00411806965785454,0.297617504062612,0.000779310730787108
"Gainloss","psu","md",0.695298081493336,0.0565089101417009,0.689675725039212,0.0555987143876439,0.328355209098518,0.0100316053428118
"Gainloss","qccuny","md",0.754545850554043,0.0547172482339166,0.748872573482208,0.0538975257633424,0.349152981952094,0.00903368042693599
"Gainloss","qccuny2","md",0.33522337900866,0.0623161989974161,0.331989712973207,0.0611197558099159,0.165255494684395,0.0143282658448115
"Gainloss","sdsu","md",0.460146098470081,0.0316188034159956,0.457972179894631,0.0313207488018616,0.224211197454371,0.00677124062676032
"Gainloss","swps","md",0.633976174945429,0.0712181267128116,0.627699183114286,0.0698148482627307,0.299901681867177,0.0131990159646296
"Gainloss","swpson","md",0.603668510090655,0.0358877408702523,0.600886627555675,0.0355577404073668,0.288836867544945,0.0069022184362586
"Gainloss","tamu","md",0.605696699608196,0.0288584442695587,0.603210940239079,0.0286220621036299,0.287409725588674,0.00546863292990907
"Gainloss","tamuc","md",0.533457032426636,0.0607241469784267,0.528679805270577,0.0596414201519278,0.256674730977442,0.0122668293237543
"Gainloss","tamuon","md",0.540759508660336,0.0231561121782593,0.538930558800155,0.0229997404554244,0.260920244927201,0.0046819925477266
"Gainloss","tilburg","md",1.14374696991542,0.0898781435598686,1.13271404094518,0.0881525233471881,0.492179905450644,0.00955661468384348
"Gainloss","ufl","md",1.25644045699526,0.0549073884621601,1.24888670675281,0.0542491639788867,0.530998374908612,0.00505628450010154
"Gainloss","unipd","md",0.96579267208749,0.046806312101281,0.960646352342796,0.046308817187049,0.431014862049108,0.00618032391316173
"Gainloss","uva","md",0.907436414782508,0.0751355790386687,0.89856895796053,0.0736743060662458,0.411829407720783,0.0106713411156257
"Gainloss","vcu","md",0.354827069797575,0.0485185463771987,0.35228654185153,0.0478262573228251,0.171389059363625,0.0106645892997376
"Gainloss","wisc","md",1.16006995909306,0.068206455329964,1.15078939942032,0.0671195172578257,0.496461927691482,0.00709291879367384
"Gainloss","wku","md",0.773220703469378,0.0566972236064163,0.767407013969608,0.0558478390026682,0.35908679722936,0.00927783282365824
"Gainloss","wl","md",0.551148247444262,0.0608367628739428,0.546437578662687,0.059801262417399,0.26512157150485,0.0121678791277036
"Gainloss","wpi","md",0.740036358028951,0.0652885347155612,0.73348736371011,0.0641380984785026,0.342440549910666,0.0108933473072287
"Gamblersfallacy","abington","md",0.596235818505242,0.0522218571954289,0.590484347587185,0.0512192208619345,0.285692734196846,0.0101125130113122
"Gamblersfallacy","brasilia","md",0.35717253020284,0.0360403862748826,0.354775399127653,0.0355582460684216,0.174858035530778,0.00811769367335242
"Gamblersfallacy","charles","md",0.895900258395239,0.0648331292105971,0.886266922283462,0.0634463643933974,0.397910588858881,0.00906002551220775
"Gamblersfallacy","conncoll","md",0.627415645101883,0.051425761424378,0.621588255209296,0.0504749203946775,0.296918095431883,0.00957591573439651
"Gamblersfallacy","csun","md",0.521830706938346,0.0471148515409194,0.517470004651954,0.0463307068139599,0.246797579882188,0.00929385028748735
"Gamblersfallacy","help","md",0.520567895930255,0.0432414764754836,0.516403352762813,0.0425523803063703,0.251429939085962,0.00885233256420973
"Gamblersfallacy","ithaca","md",0.78948211746077,0.0537842893153039,0.782326690414298,0.0528137656802845,0.357260782861706,0.00838180844098219
"Gamblersfallacy","jmu","md",0.718821187398464,0.0260237365638818,0.715488167982397,0.0257829631172719,0.337871727787249,0.00451174802739158
"Gamblersfallacy","ku","md",0.531113918628219,0.0400466396258638,0.527199074019166,0.0394584472781302,0.255950593447839,0.00812178812464209
"Gamblersfallacy","laurier","md",0.967536230208927,0.0421649781113958,0.960541992400188,0.0415575673946336,0.435423080017565,0.00560849564926491
"Gamblersfallacy","lse","md",0.647405188281129,0.016578132869662,0.645484104636378,0.0164798922985441,0.307349081910585,0.00306379050770043
"Gamblersfallacy","luc","md",0.531200908915043,0.029732693486114,0.528350099028201,0.02941441538373,0.254307839898889,0.00596160998466703
"Gamblersfallacy","mcdaniel","md",0.514048459418489,0.04630484632842,0.509800125043129,0.0455426396509288,0.243998547217084,0.0092273673569024
"Gamblersfallacy","msvu","md",0.343482143952105,0.0556128868816126,0.339840990482648,0.0544400645721438,0.169247578902582,0.0127399648407831
"Gamblersfallacy","mturk","md",0.620926226228165,0.00428111508471221,0.620450420690825,0.00427455650262679,0.296265933601039,0.000811046386839802
"Gamblersfallacy","osu","md",0.112177924134663,0.038186284925598,0.111359107170177,0.0376308554522809,0.055978152010651,0.00944938799213676
"Gamblersfallacy","oxy","md",1.19657014939675,0.0485325715259403,1.18757338135617,0.047805502078579,0.502680155723573,0.00478349293373919
"Gamblersfallacy","pi","md",0.724484029112042,0.00362507903843874,0.724031885969264,0.00362055570016012,0.336804188718486,0.000615791883585399
"Gamblersfallacy","psu","md",0.61001875637967,0.0489703576317131,0.604977279054218,0.0481642749741595,0.280181889198607,0.00877234925174617
"Gamblersfallacy","qccuny","md",0.421989990836793,0.0445784085760386,0.418502470251365,0.0438446201417222,0.205061519503937,0.00965993224873649
"Gamblersfallacy","qccuny2","md",0.340798482788184,0.0512309480417426,0.337511037616594,0.0502473367214138,0.16715957991965,0.0116461853232411
"Gamblersfallacy","sdsu","md",0.618471505720168,0.0267245215538053,0.615512311912895,0.026469396316564,0.293498634264852,0.00502621055117852
"Gamblersfallacy","swps","md",0.115644627220959,0.0514015181903834,0.114499630911841,0.0503887052155508,0.0577069769825301,0.0127140631105413
"Gamblersfallacy","swpson","md",0.595726762289807,0.027409700983815,0.592782478456414,0.0271394344240627,0.284048748598489,0.00526654459436421
"Gamblersfallacy","tamu","md",0.750303247098819,0.0244693372506494,0.747101384024428,0.0242609407210678,0.348431462867292,0.00407343928946194
"Gamblersfallacy","tamuc","md",0.756369304374075,0.0546678113190755,0.74916578718956,0.0536314782065416,0.348363510691802,0.00895269904757893
"Gamblersfallacy","tamuon","md",0.594583506190515,0.0196507748995867,0.592477543358671,0.019511818765686,0.284037155420409,0.00379001061318056
"Gamblersfallacy","tilburg","md",0.694243040574127,0.0599615578657876,0.686986144679624,0.0587145577975084,0.320977681420916,0.0103123719228971
"Gamblersfallacy","ufl","md",0.380594364284883,0.0348095577934246,0.378106819420276,0.0343560179101748,0.186935819585872,0.00782101254642768
"Gamblersfallacy","unipd","md",0.769694093888315,0.0350951914671659,0.765029281198082,0.0346710842865342,0.35434767214907,0.00568758957659917
"Gamblersfallacy","uva","md",1.11890874270864,0.0601566164718961,1.10768223358447,0.0589555162559887,0.487958416190184,0.00664127931002837
"Gamblersfallacy","vcu","md",0.717433880384235,0.0401771715828877,0.712247611369409,0.0395983963603756,0.337596847281293,0.00698405441628325
"Gamblersfallacy","wisc","md",0.791498069785367,0.0459047467174455,0.785028058315732,0.0451573277778784,0.367908660073276,0.00741501058220858
"Gamblersfallacy","wku","md",0.44444174468511,0.0447118816546151,0.440923736151982,0.0440068433163432,0.211022150900177,0.00920201940845977
"Gamblersfallacy","wl","md",0.0722355596374588,0.0465419649771868,0.0715886740287651,0.0457121100258003,0.0360942451279983,0.0115900745013161
"Gamblersfallacy","wpi","md",0.986769009014805,0.0540995339452321,0.977716082326596,0.0531114353957736,0.439925321344134,0.00699346258171073
"IAT","abington","corr",0.389164504270766,0.0561006623160042,0.385152499072098,0.0549499100759161,0.191,0.0125455251805541
"IAT","brasilia","corr",0.988263962153771,0.0452424150808352,0.981448348621676,0.0446205336083804,0.443,0.00587286972728182
"IAT","charles","corr",0.587858590845079,0.0557125349080816,0.582114044354736,0.0546290106639356,0.282,0.0108625136740513
"IAT","conncoll","corr",1.14549049981851,0.0640017889780055,1.13498141266421,0.0628328311286471,0.497,0.00683127043471084
"IAT","csun","corr",0.376498928473267,0.0493065647993038,0.373086551478041,0.0484168405488111,0.185,0.0111038256026786
"IAT","help","corr",0.725483063842204,0.0491991921295856,0.719487336041855,0.0483893427133414,0.341,0.00848868772783695
"IAT","ithaca","corr",0.847075820368799,0.0575309444567497,0.839208243089832,0.0564672211213677,0.39,0.00876749280487805
"IAT","jmu","corr",1.148554408666,0.0336656786687729,1.14305893302645,0.0333442897810442,0.498,0.00357910116465823
"IAT","ku","corr",0.603763117406094,0.0436452990193992,0.59917757474225,0.0429848500465756,0.289,0.00839933757441
"IAT","laurier","corr",0.841959646545415,0.0480499596572539,0.835432827579946,0.0473078864866563,0.388,0.00736301526465306
"IAT","lse","corr",0.779146235375206,0.0178568560313929,0.776870248319582,0.0177526840259193,0.363,0.00292180259442248
"IAT","luc","corr",1.00219951876378,0.0384954144262336,0.996361463314675,0.0380482304433993,0.448,0.00491441612012308
"IAT","mcdaniel","corr",0.920251787491612,0.0563588761904826,0.912107966363367,0.0553657876837195,0.418,0.00791954042065116
"IAT","msvu","corr",1.04759892237503,0.0894291842484443,1.03350566332963,0.0870392028318427,0.464,0.0108028134669474
"IAT","mturk","corr",0.687311374289058,0.00514068612095071,0.686718011951542,0.00513181394750654,0.325,0.000919432920258621
"IAT","osu","corr",0.520807911710949,0.0496655916383805,0.516198992138285,0.0487904441625691,0.252,0.0101979623025116
"IAT","oxy","corr",0.834311597441173,0.0430832646020628,0.828504324141119,0.0424855849336743,0.385,0.00665615275802752
"IAT","pi","corr",0.747264717757073,0.00386961337725344,0.746788449613187,0.00386468236357484,0.35,0.000653655560271647
"IAT","psu","corr",0.859928415764559,0.0557585515322276,0.8522275642801,0.0547643625225062,0.395,0.00837992706617647
"IAT","qccuny","corr",0.952561456508692,0.0533410144394126,0.944689047777215,0.0524629880423155,0.43,0.00722160880434783
"IAT","qccuny2","corr",NA,NA,NA,NA,NA,NA
"IAT","sdsu","corr",0.737555473557947,0.0307026221390222,0.73378602480041,0.0303895982988788,0.346,0.0052358102747027
"IAT","swps","corr",0.628970902033151,0.061050061050061,0.622303365969195,0.0597625739655232,0.3,0.0115013888888889
"IAT","swpson","corr",0.914924539389806,0.0300440180917866,0.910629119017084,0.0297625768502118,0.416,0.00424743092631056
"IAT","tamu","corr",0.612898624490451,0.0251473834707028,0.610237704268351,0.0249295010305255,0.293,0.00480271293563793
"IAT","tamuc","corr",0.663792570556192,0.0548224762558716,0.65755000719673,0.0537961811401845,0.315,0.0100172296373457
"IAT","tamuon","corr",1.02474238804768,0.0257658008258248,1.02079601171374,0.0255677300612383,0.456,0.003200843776
"IAT","tilburg","corr",0.713480329648293,0.0601207224106005,0.706224597482378,0.0589041456548973,0.336,0.0104927134242133
"IAT","ufl","corr",1.49609923155399,0.0511337123824298,1.4868066897431,0.0505004836615178,0.599,0.00336996850492623
"IAT","unipd","corr",1.09430580621013,0.0406055093555093,1.08783062392486,0.040126392495007,0.48,0.00462722
"IAT","uva","corr",1.2898949911886,0.0735562219258887,1.27712375365208,0.0721068737632474,0.542,0.00647752321683117
"IAT","vcu","corr",0.941724535982159,0.0514404747544296,0.934190739694301,0.050620719348743,0.426,0.00705243724816842
"IAT","wisc","corr",1.30684194138548,0.0663701844158626,1.29527696845287,0.0652006886453583,0.547,0.00571055843815116
"IAT","wku","corr",0.801523127126126,0.0527549923104323,0.794593532367111,0.0518467454263993,0.372,0.00843616058472727
"IAT","wl","corr",0.642835864393448,0.0501504312335281,0.637278205623476,0.0492870253091611,0.306,0.00933517841472727
"IAT","wpi","corr",0.682587390978074,0.0565307031180032,0.676002946692112,0.0554453388673221,0.323,0.0101547663321646
"Imaginedcontact","abington","md",0.114955815681903,0.0494904244651627,0.11390117517106,0.0485865087923287,0.0563359803947741,0.0118105449117107
"Imaginedcontact","brasilia","md",0.0821479196459303,0.0335102606934018,0.0816246844889498,0.0330847378893516,0.0409482094058222,0.00829844775857849
"Imaginedcontact","charles","md",-0.00936008994039253,0.048980113332471,-0.00927421755561829,0.0480855182147918,-0.00461453744036642,0.0119041281668737
"Imaginedcontact","conncoll","md",0.208930339224166,0.042377040471922,0.207240875564672,0.0416944684277909,0.103848520340147,0.0102449546993942
"Imaginedcontact","csun","md",0.0288928089506567,0.0416891068975342,0.0286616664790514,0.041024749290015,0.0144417628094304,0.0104112362053247
"Imaginedcontact","help","md",-0.22070735026034,0.0394544692865634,-0.219047896498984,0.0388633994487581,-0.109687810769695,0.00951186372109409
"Imaginedcontact","ithaca","md",0.682036486985399,0.0471167084180547,0.676207115301763,0.0463147365383406,0.322480723415983,0.00845647282009125
"Imaginedcontact","jmu","md",0.181715495777961,0.0233911778932923,0.180921978329149,0.0231873341775502,0.0898901727447491,0.00563177993671179
"Imaginedcontact","ku","md",-0.162751403528165,0.0355404011176072,-0.161649249553933,0.0350606711696302,-0.0810791967434449,0.00870488228528039
"Imaginedcontact","laurier","md",0.0220822083905738,0.0357164626068188,0.0219313049163785,0.0352299784439984,0.0110404312684878,0.0089258509098884
"Imaginedcontact","lse","md",0.179098358501275,0.0145000265335716,0.178609463983073,0.0144209715611684,0.0891870849441983,0.00353877419127399
"Imaginedcontact","luc","md",0.152327306762877,0.027481866814682,0.151532555597158,0.0271958475974137,0.0759366161603712,0.00675103069852657
"Imaginedcontact","mcdaniel","md",0.189640606025303,0.0411533872137847,0.188155170468969,0.0405112115678102,0.0942213835439932,0.00997921534069012
"Imaginedcontact","msvu","md",0.328845615128787,0.0477536309743555,0.325865141275656,0.0468919290143852,0.162145882309106,0.0110075901058692
"Imaginedcontact","mturk","md",0.262114049862881,0.00403954261475019,0.261917021010566,0.00403347191912971,0.129862994051198,0.000958405424543753
"Imaginedcontact","osu","md",-0.107723903457445,0.0374668137648122,-0.106952610592594,0.0369322168527369,-0.0537629089082679,0.00927841655510849
"Imaginedcontact","oxy","md",0.293784785182027,0.0331406127049363,0.291944796965856,0.0327267901736553,0.145332810340353,0.00777117598626012
"Imaginedcontact","pi","md",0.154724235532494,0.00302108891912429,0.154636705321935,0.00301767172013014,0.077131301779462,0.000741865653080807
"Imaginedcontact","psu","md",0.294446721632633,0.0427914257165287,0.29206575083776,0.0421021791198493,0.145265751156034,0.0099803216416213
"Imaginedcontact","qccuny","md",-0.287718038876089,0.0401110681086387,-0.285532838580828,0.0395040997907121,-0.142222064678051,0.00940837965734294
"Imaginedcontact","qccuny2","md",0.325848833925775,0.048216958527605,0.322895521231584,0.0473468959413829,0.159923420516471,0.0110277776096853
"Imaginedcontact","sdsu","md",0.301872607245301,0.0249726144166823,0.300455364957765,0.0247386802077051,0.149245835386884,0.00583519115128033
"Imaginedcontact","swps","md",0.346709671391876,0.0517943993023843,0.343321629000425,0.05078707684887,0.170154929636851,0.0117630712981783
"Imaginedcontact","swpson","md",0.0931636341425969,0.0242507776607655,0.0927420792369743,0.0240318101345396,0.0461315200521239,0.00592076642910921
"Imaginedcontact","tamu","md",-0.0854638697395273,0.0214105156514178,-0.0851169257487037,0.021237034807873,-0.0426923642410164,0.00532326227850091
"Imaginedcontact","tamuc","md",-0.1133014030798,0.0471008040841526,-0.112298735795908,0.0462708502178409,-0.0559270143602382,0.0114045974024632
"Imaginedcontact","tamuon","md",0.315676903920122,0.0182995460643925,0.314614018721737,0.0181765242546431,0.154639129089153,0.00418379422262277
"Imaginedcontact","tilburg","md",-0.522358842140272,0.0519882082302787,-0.517320010865607,0.0509900578525569,-0.252036125489268,0.0106142057783665
"Imaginedcontact","ufl","md",0.118561167573365,0.0318849154720669,0.117848374982744,0.0315026821770836,0.0588669322455023,0.0078059898168465
"Imaginedcontact","unipd","md",0.168946401850309,0.0281060674398424,0.168046154593558,0.0278073336797433,0.0841223110762239,0.0068699900017682
"Imaginedcontact","uva","md",0.0367316046586367,0.0506966889121731,0.0363817798523639,0.0497356360339287,0.0181247457876669,0.0123355425900065
"Imaginedcontact","vcu","md",0.000858873356808293,0.0383512579273122,0.000852723905566229,0.037804041284049,0.000423981996490896,0.00934579019250683
"Imaginedcontact","wisc","md",0.0821525550563785,0.0417199102719781,0.0814953346159275,0.0410550617818838,0.0410327755470821,0.0103728796412069
"Imaginedcontact","wku","md",-0.208107377578682,0.0394932263975106,-0.206558191145094,0.0389074264579038,-0.102909311273779,0.00945386310949579
"Imaginedcontact","wl","md",0.0250544864616797,0.0445358970720129,0.0248403455517508,0.0437778530937983,0.0125138845935614,0.0111067617308273
"Imaginedcontact","wpi","md",0.143618553196943,0.0479207396919816,0.142347592549183,0.0470763379040032,0.0702510256221096,0.0113529958152229
"Mathartgender","abington","md",0.801793475709326,0.0647090897513974,0.793748725116925,0.0634170938541899,0.348144288083509,0.00942181355589134
"Mathartgender","brasilia","md",0.366846936645067,0.036813420730895,0.364362645877719,0.0363165073631014,0.178426044671732,0.00816302014531549
"Mathartgender","charles","md",0.922307247547788,0.0680124913828851,0.913410393069835,0.0667066819258074,0.380796172816772,0.00847518143192096
"Mathartgender","conncoll","md",0.489215240713722,0.053418080779967,0.48483420870733,0.0524656229529168,0.225331890859373,0.0102110987179815
"Mathartgender","csun","md",0.0184574037190522,0.076390824546571,0.0182959687011013,0.0750603857030966,0.00711874070746154,0.0113621967495795
"Mathartgender","help","md",0.18705072077216,0.0503873897093369,0.185570108206681,0.0495928572451265,0.0844572130603294,0.0101264848083892
"Mathartgender","ithaca","md",0.598078011212646,0.0749404075193368,0.592847008199125,0.0736352294472145,0.229798885145299,0.00992596386876355
"Mathartgender","jmu","md",0.82858731672105,0.0426881631112092,0.824815295552366,0.0423003846832473,0.303119578030834,0.00471133457820569
"Mathartgender","ku","md",0.864428079842987,0.0435735101177773,0.858118385829534,0.0429397220490388,0.388577198088942,0.00634662385850108
"Mathartgender","laurier","md",0.969720383017214,0.0417108233134154,0.962842933492269,0.041121278453948,0.434762686154697,0.00551419391824844
"Mathartgender","lse","md",0.782625349695023,0.017817837481663,0.780408280715717,0.0177170295510595,0.347795230751074,0.00271900613403864
"Mathartgender","luc","md",0.849699878518728,0.0608247106239413,0.84510690620241,0.0601689233859505,0.284225405585194,0.00575055554184186
"Mathartgender","mcdaniel","md",0.652559732959627,0.0664242554218158,0.64704514366701,0.0653063355983707,0.26086691218579,0.00921951194851512
"Mathartgender","msvu","md",0.38876070932091,0.13158069090837,0.383797806648728,0.128242627568168,0.136579816671471,0.0156402882873273
"Mathartgender","mturk","md",0.549896412031342,0.00467425981529871,0.549433925562014,0.00466640061565397,0.264263921462363,0.000933999024808058
"Mathartgender","osu","md",0.610194382164627,0.0520685399112515,0.60497904556493,0.0511822830773468,0.276439142537268,0.00911566634590798
"Mathartgender","oxy","md",0.616461379974945,0.044638742775518,0.612432220628704,0.0440571367032153,0.264970229260096,0.00712959462775696
"Mathartgender","pi","md",0.632078379469346,0.00373963368588601,0.150311321946979,0.000211480623000916,0.287845629105976,0.000652352567074952
"Mathartgender","psu","md",0.563475679296205,0.0819639152428674,0.558604131636584,0.0805527981644225,0.206392474041715,0.0100797289024842
"Mathartgender","qccuny","md",0.311775174682627,0.0666676933186689,0.309198520346407,0.0655703014677162,0.124723068106823,0.0103397040550305
"Mathartgender","qccuny2","md",0.695333978270856,0.530218083833623,NA,NA,0.328386565360964,0.0941295740841379
"Mathartgender","sdsu","md",0.460313979359393,0.0355463107935756,0.458053845254519,0.0351981041334303,0.194247396040411,0.00586122857064069
"Mathartgender","swps","md",0.41973867258778,0.0607669257245296,0.415470143714006,0.0595372726799918,0.193479806883392,0.0119630309952581
"Mathartgender","swpson","md",0.585070318325251,0.0288337907368285,0.582374141743107,0.0285686538388471,0.263536389323103,0.00506576321868116
"Mathartgender","tamu","md",0.399780618702164,0.025952279391463,0.398084237010359,0.025732501021067,0.183909351463442,0.00512688253229622
"Mathartgender","tamuc","md",0.66108297518279,0.0837607935045963,0.655017993759094,0.0822309481893453,0.24544521228854,0.0101969145589237
"Mathartgender","tamuon","md",0.118403436736782,0.0283908919652388,0.117971832471642,0.028184288222454,0.0486951287022372,0.00477924615270128
"Mathartgender","tilburg","md",0.106822973070511,0.0673145276922398,0.105765319871793,0.0659881655643955,0.04659369149762,0.0127510511654506
"Mathartgender","ufl","md",0.701290646181858,0.0448635966701581,0.697005774616592,0.0443170401873982,0.289852538273503,0.00643027304076676
"Mathartgender","unipd","md",0.75215129636428,0.0345721790138927,0.747869600180043,0.0341796882029554,0.339249869633557,0.0055074866837702
"Mathartgender","uva","md",1.13992177956202,0.0672316476955416,1.12906538166143,0.0659571429909278,0.461712145921473,0.00682840266555889
"Mathartgender","vcu","md",0.765357107533582,0.05755353857473,0.759544268742187,0.0566826274734646,0.309736991782246,0.00770419613456972
"Mathartgender","wisc","md",0.84706020526428,0.079775701417632,0.839901950008526,0.0784330768375345,0.306890878504049,0.00859195346356017
"Mathartgender","wku","md",0.338228751603448,0.053556390444786,0.33549374822121,0.0526937512775604,0.149112980537996,0.00995154277326935
"Mathartgender","wl","md",0.0940992049689354,0.0846356587230568,0.0932949382597992,0.0831950780756412,0.034084885139889,0.0110788694465687
"Mathartgender","wpi","md",0.526683901096409,0.0492702138790127,0.521851938701029,0.048370320232708,0.254659755437148,0.0100731679287899
"Moneypriming","abington","md",-0.00659718634473403,0.0477275317919612,-0.00653666169936949,0.0468558143945321,-0.00329483326389921,0.0119044388145251
"Moneypriming","brasilia","md",0.17566991022397,0.0334711781543158,0.174550993598339,0.0330461516314426,0.0874860203367199,0.00817485356546076
"Moneypriming","charles","md",-0.146852775727455,0.0478556402138136,-0.145505502555643,0.046981582985769,-0.0731466191300756,0.0117462036648602
"Moneypriming","conncoll","md",0.232634268761876,0.043466653460778,0.230753129122292,0.0427665308903045,0.114107836078753,0.0101872260272783
"Moneypriming","csun","md",0.0113422617234109,0.0417398004707253,0.0112515236296236,0.0410746350104239,0.00566611490944348,0.0104158306241251
"Moneypriming","help","md",-0.236309498352744,0.039625588023478,-0.234532735207234,0.0390319546453208,-0.117138139666374,0.00947129313179683
"Moneypriming","ithaca","md",0.00777657873552457,0.0467535827264514,0.00771011225060556,0.0459577915966929,0.00379103950510998,0.0111107118940198
"Moneypriming","jmu","md",0.117553122986771,0.0231043961821854,0.117039790571982,0.0229030516415538,0.0585786488066996,0.00569795910555596
"Moneypriming","ku","md",-0.126095952167575,0.0354935523114243,-0.125242029240933,0.035014454736033,-0.0629009478625403,0.00876230047941834
"Moneypriming","laurier","md",-0.1398954815806,0.035813047231685,-0.138939476011712,0.0353252475161212,-0.069766178045116,0.00882034843702905
"Moneypriming","lse","md",-0.162533812905939,0.0145715939453193,-0.162090135527669,0.0144921487833017,-0.080768286500536,0.00355153856843289
"Moneypriming","luc","md",-0.0686584846729602,0.0279869341417167,-0.0682977570827345,0.0276936233189605,-0.034072693383152,0.00687655395678769
"Moneypriming","mcdaniel","md",0.40594404666721,0.041930914959833,0.402764328286005,0.0412766064272024,0.198278200280407,0.00923240026189703
"Moneypriming","msvu","md",0.195449860968765,0.0473422263247277,0.19367841207781,0.0464879480555992,0.0972015777105221,0.0114889146643864
"Moneypriming","mturk","md",-0.064828217322372,0.00400726726714121,-0.064779437625365,0.00400123903592656,-0.0323924075562115,0.000998377408589722
"Moneypriming","osu","md",0.0958141399071191,0.0378253847047069,0.0951281198123188,0.0372856715070987,0.0475992277187777,0.00929295368837964
"Moneypriming","oxy","md",0.0356278254899991,0.0332296030925628,0.0354046867082246,0.0328146693498568,0.017693462565372,0.00819030778239487
"Moneypriming","pi","md",-0.0279719284391562,0.00301787482525019,-0.0279560803210604,0.00301445610581313,-0.0139823061705739,0.000753779271663624
"Moneypriming","psu","md",0.0142622983814046,0.0423361864600809,0.0141469698230644,0.0416542724563901,0.00711158420459362,0.0105249849320082
"Moneypriming","qccuny","md",0.0309521101835446,0.0399733482784255,0.0307193875505857,0.0393745050824402,0.0153277851126275,0.00979816429310698
"Moneypriming","qccuny2","md",0.133452274762043,0.0482907028644907,0.13224273752855,0.047419309580721,0.0657982261988624,0.0116378109473005
"Moneypriming","sdsu","md",-0.214787983022771,0.0248941073806344,-0.213779588736279,0.0246609085965138,-0.106651188627062,0.00599890019452941
"Moneypriming","swps","md",0.208114063166413,0.0519081101134693,0.206080375252735,0.0508985761572683,0.102500633998862,0.0123285346613482
"Moneypriming","swpson","md",-0.119475080524925,0.023898809846021,-0.118937711347152,0.0236843115156168,-0.0593967195761165,0.00586511802042747
"Moneypriming","tamu","md",-0.158831597062409,0.0214584391893711,-0.158186813853766,0.021284570040569,-0.0791654195351132,0.00526422739292113
"Moneypriming","tamuc","md",-0.260957031427129,0.0465207454421139,-0.258647677166712,0.0457010126733399,-0.12917154770147,0.0110211638310197
"Moneypriming","tamuon","md",0.177470249240813,0.0178481193715078,0.176872706314076,0.0177281323544539,0.0883869613322351,0.00435818305299682
"Moneypriming","tilburg","md",0.211268014452114,0.0502789635870659,0.209230059328781,0.0493136299430673,0.105049533279861,0.0121581797156251
"Moneypriming","ufl","md",-0.14937397067401,0.0315858606884289,-0.148475930770159,0.0312072124333819,-0.0744772492377083,0.00776530943589938
"Moneypriming","unipd","md",-0.029364221937686,0.0284485489385762,-0.0292066321956232,0.0281440171552053,-0.0146090202995507,0.00703849670710575
"Moneypriming","uva","md",0.296549089131458,0.0499933973657636,0.293724812092111,0.0490456767263582,0.146572534987812,0.011693942647408
"Moneypriming","vcu","md",-0.0574798355049506,0.0403623469261616,-0.0570682853700703,0.0397864349693486,-0.0276536446303097,0.00932793793671799
