"experiment","site","nv","cv","fidv","npv","nc","cc","fidc","npc","log_or","vlog_or","rd","vrd","es","replicated","n","d","vd"
"RR1","matthew a. palmer",56,32,13,11,51,30,11,10,-0.0689928714869516,0.153869047619048,-0.0168067226890757,0.0091224824086827,"rd",1,107,-0.0380377636288787,0.0467705820920434
"RR1","verkoeijen",51,26,14,11,54,30,12,12,-0.183922838160929,0.153461538461538,-0.0457516339869282,0.00947254984792081,"rd",1,105,-0.101401975206106,0.0466467141614917
"RR1","christopher a. was",67,36,11,20,68,38,16,14,-0.0868570440932667,0.119684965100924,-0.0215100965759438,0.00733614798411015,"rd",1,135,-0.0478867981795426,0.0363798669846526
"RR2","original",44,17,16,11,44,28,10,6,-1.02223930988354,0.194074852163087,-0.25,0.010647539444027,"rd",1,88,-0.563590069574825,0.0589916812091272
"RR2","mturk",204,94,47,63,183,104,49,30,-0.432128630196764,0.0420028194267354,-0.107521697203472,0.00255857614675163,"rd",1,387,-0.238245000366514,0.0127673261418966
"RR2","victoria k. alogna",50,25,7,18,50,31,15,4,-0.489548225318706,0.164889643463497,-0.12,0.009712,"rd",1,100,-0.269902082320661,0.0501204415382539
"RR2","stacy birch",53,27,13,13,54,36,10,8,-0.655406852577098,0.158831908831909,-0.157232704402516,0.00883052823095797,"rd",1,107,-0.361344736083205,0.0482791110090627
"RR2","angela r. birt",30,8,13,9,31,16,7,8,-1.07613943281605,0.299621212121212,-0.249462365591398,0.0145746428513707,"rd",1,61,-0.593306764814307,0.0910739275694195
"RR2","maria a. brandimonte",50,23,7,20,50,24,17,9,-0.0802999424016428,0.160643503034807,-0.02,0.00996,"rd",1,100,-0.0442716785467313,0.0488297696158145
"RR2","curt carlson",75,32,26,17,75,50,12,13,-0.988611393453781,0.114505813953488,-0.24,0.00622459259259259,"rd",1,150,-0.545050027554272,0.0348055938110903
"RR2","kimberly s. dellapaolera",72,26,25,21,67,38,13,16,-0.840835188207525,0.120999216990695,-0.206053067993366,0.00686831836394092,"rd",1,139,-0.463576735546229,0.0367793516558798
"RR2","jean-francois delvenne",46,13,10,23,48,26,11,11,-1.09861228866811,0.191142191142191,-0.259057971014493,0.00957957784737252,"rd",1,94,-0.605696699608196,0.0581002591515503
"RR2","gerald echterhoff",43,15,8,20,46,26,11,9,-0.886518573540485,0.190842490842491,-0.216380182002022,0.0106248731259167,"rd",1,89,-0.488763305920978,0.0580091611842395
"RR2","casey m. eggleston",43,15,8,20,41,15,17,9,-0.0741079721537218,0.207509157509158,-0.0170164492342598,0.010941206397699,"rd",1,84,-0.0408578664294604,0.0630752203663564
"RR2","daniel l. greenberg",30,15,7,8,30,19,8,3,-0.54654370636807,0.276874003189793,-0.133333333333333,0.0160740740740741,"rd",1,60,-0.30132533793164,0.0841596051689466
"RR2","andre kehn",49,23,7,19,50,24,13,13,-0.0425596144187959,0.162068004459309,-0.0106122448979591,0.0100749161318838,"rd",1,99,-0.0234643452070921,0.0492627661271065
"RR2","christopher koch",30,11,9,10,30,14,8,8,-0.413012313743547,0.277469241285031,-0.1,0.016037037037037,"rd",1,60,-0.227705622731829,0.0843405358540222
"RR2","nicola mammarella",50,15,13,22,50,26,8,16,-0.92734056806074,0.1753663003663,-0.22,0.009192,"rd",1,100,-0.511269651068745,0.0533049633722738
"RR2","shannon k. mccoy",41,13,7,21,41,19,8,14,-0.620651678521792,0.210723487039277,-0.146341463414634,0.0113463240521757,"rd",1,82,-0.342183204361101,0.064052259384181
"RR2","abigail a. mitchell",46,13,13,20,46,22,11,13,-0.844546827015314,0.194347319347319,-0.195652173913044,0.00983192241308457,"rd",1,92,-0.465623069270332,0.0590745013019574
"RR2","robin musselman",30,7,10,13,30,14,12,4,-1.05605267424931,0.320263975155279,-0.233333333333333,0.0142592592592593,"rd",1,60,-0.582232354401104,0.0973485751221995
"RR2","christopher r. poirier",44,13,13,18,41,24,9,8,-1.21387833331534,0.209671337517637,-0.289911308203991,0.0106507566315405,"rd",1,85,-0.669246200683192,0.0637324442794774
"RR2","eva rubínová",52,16,19,17,50,17,20,13,-0.147635998806065,0.179404337492573,-0.0323076923076923,0.00858449522075557,"rd",1,102,-0.0813959921462406,0.0545323794759507
"RR2","kyle j. susa",50,11,10,29,50,23,13,14,-1.1053237232561,0.197065414456719,-0.24,0.0084,"rd",1,100,-0.609396907426286,0.0599007031431678
"RR2","w. burt thompson",38,20,5,13,39,24,6,9,-0.364643113587909,0.213888888888889,-0.0890688259109312,0.0126296049460104,"rd",1,77,-0.201038285037585,0.0650144261705001
"RR2","joanna ulatowska",47,27,8,12,47,35,7,5,-0.770336819251075,0.198941798941799,-0.170212765957447,0.0092465060728355,"rd",1,94,-0.424708947660432,0.0604710556341571
"RR2","kimberley a. wade",60,26,19,15,60,36,19,5,-0.673729094702844,0.137317747611865,-0.166666666666667,0.00809259259259259,"rd",1,120,-0.371446317596043,0.041739590169402
