"experiment","site","t","v","es","nt","nc","replicated","n"
"Imaginedcontact","luc",0.152327306762877,0.027481866814682,"d",72,74,0,146
"Imaginedcontact","mcdaniel",0.189640606025303,0.0411533872137847,"d",46,52,0,98
"Imaginedcontact","msvu",0.328845615128787,0.0477536309743555,"d",44,41,0,85
"Imaginedcontact","mturk",0.262114049862881,0.00403954261475019,"d",482,518,0,1000
"Imaginedcontact","original",0.86,0.163983838383838,"d",24,9,0,33
"Imaginedcontact","osu",-0.107723903457445,0.0374668137648122,"d",55,52,0,107
"Imaginedcontact","oxy",0.293784785182027,0.0331406127049363,"d",61,61,0,122
"Imaginedcontact","pi",0.154724235532494,0.00302108891912429,"d",662,666,0,1328
"Imaginedcontact","psu",0.294446721632633,0.0427914257165287,"d",51,44,0,95
"Imaginedcontact","qccuny",-0.287718038876089,0.0401110681086387,"d",53,48,0,101
"Imaginedcontact","qccuny2",0.325848833925775,0.048216958527605,"d",47,38,0,85
"Imaginedcontact","sdsu",0.301872607245301,0.0249726144166823,"d",81,81,0,162
"Imaginedcontact","swps",0.346709671391876,0.0517943993023843,"d",43,36,0,79
"Imaginedcontact","swpson",0.0931636341425969,0.0242507776607655,"d",73,95,0,168
"Imaginedcontact","tamu",-0.0854638697395273,0.0214105156514178,"d",94,93,0,187
"Imaginedcontact","tamuc",-0.1133014030798,0.0471008040841526,"d",37,50,0,87
"Imaginedcontact","tamuon",0.315676903920122,0.0182995460643925,"d",127,98,0,225
"Imaginedcontact","tilburg",-0.522358842140272,0.0519882082302787,"d",43,37,0,80
"Imaginedcontact","ufl",0.118561167573365,0.0318849154720669,"d",70,57,0,127
"Imaginedcontact","unipd",0.168946401850309,0.0281060674398424,"d",69,74,0,143
"Imaginedcontact","uva",0.0367316046586367,0.0506966889121731,"d",34,47,0,81
"Imaginedcontact","vcu",0.000858873356808293,0.0383512579273122,"d",45,62,0,107
"Imaginedcontact","wisc",0.0821525550563785,0.0417199102719781,"d",47,49,0,96
"Imaginedcontact","wku",-0.208107377578682,0.0394932263975106,"d",57,46,0,103
"Imaginedcontact","wl",0.0250544864616797,0.0445358970720129,"d",47,43,0,90
"Imaginedcontact","wpi",0.143618553196943,0.0479207396919816,"d",35,52,0,87
"Mathartgender","abington",0.801793475709326,0.0647090897513974,"d",53,24,1,77
"Mathartgender","brasilia",0.366846936645067,0.036813420730895,"d",65,48,1,113
"Mathartgender","charles",0.922307247547788,0.0680124913828851,"d",58,22,1,80
"Mathartgender","conncoll",0.489215240713722,0.053418080779967,"d",57,29,1,86
"Mathartgender","csun",0.0184574037190522,0.076390824546571,"d",72,16,1,88
"Mathartgender","help",0.18705072077216,0.0503873897093369,"d",69,28,1,97
"Mathartgender","ithaca",0.598078011212646,0.0749404075193368,"d",71,17,1,88
"Mathartgender","jmu",0.82858731672105,0.0426881631112092,"d",137,30,1,167
"Mathartgender","ku",0.864428079842987,0.0435735101177773,"d",64,41,1,105
"Mathartgender","laurier",0.969720383017214,0.0417108233134154,"d",59,49,1,108
"Mathartgender","lse",0.782625349695023,0.017817837481663,"d",176,91,1,267
"Mathartgender","luc",0.849699878518728,0.0608247106239413,"d",121,20,1,141
"Mathartgender","mcdaniel",0.652559732959627,0.0664242554218158,"d",71,20,1,91
"Mathartgender","msvu",0.38876070932091,0.13158069090837,"d",52,9,1,61
"Mathartgender","mturk",0.549896412031342,0.00467425981529871,"d",484,410,1,894
"Mathartgender","original",1.01,0.0570973547549497,"d",40,39,1,79
"Mathartgender","osu",0.610194382164627,0.0520685399112515,"d",60,30,1,90
"Mathartgender","oxy",0.616461379974945,0.044638742775518,"d",85,32,1,117
"Mathartgender","pi",0.632078379469346,0.00373963368588601,"d",809,427,1,1236
"Mathartgender","psu",0.563475679296205,0.0819639152428674,"d",74,15,1,89
"Mathartgender","qccuny",0.311775174682627,0.0666676933186689,"d",74,19,1,93
"Mathartgender","qccuny2",NA,NA,"d",4,4,1,8
"Mathartgender","sdsu",0.460313979359393,0.0355463107935756,"d",117,38,1,155
"Mathartgender","swps",0.41973867258778,0.0607669257245296,"d",51,25,1,76
"Mathartgender","swpson",0.585070318325251,0.0288337907368285,"d",112,53,1,165
"Mathartgender","tamu",0.399780618702164,0.025952279391463,"d",121,58,1,179
"Mathartgender","tamuc",0.66108297518279,0.0837607935045963,"d",69,15,1,84
"Mathartgender","tamuon",0.118403436736782,0.0283908919652388,"d",163,45,1,208
"Mathartgender","tilburg",0.106822973070511,0.0673145276922398,"d",58,20,1,78
"Mathartgender","ufl",0.701290646181858,0.0448635966701581,"d",94,31,1,125
"Mathartgender","unipd",0.75215129636428,0.0345721790138927,"d",86,48,1,134
"Mathartgender","uva",1.13992177956202,0.0672316476955416,"d",57,24,1,81
"Mathartgender","vcu",0.765357107533582,0.05755353857473,"d",77,24,1,101
"Mathartgender","wisc",0.84706020526428,0.079775701417632,"d",75,16,1,91
"Mathartgender","wku",0.338228751603448,0.053556390444786,"d",69,26,1,95
"Mathartgender","wl",0.0940992049689354,0.0846356587230568,"d",76,14,1,90
"Mathartgender","wpi",0.526683901096409,0.0492702138790127,"d",42,42,1,84
"Moneypriming","abington",-0.00659718634473403,0.0477275317919612,"d",40,44,0,84
"Moneypriming","brasilia",0.17566991022397,0.0334711781543158,"d",59,61,0,120
"Moneypriming","charles",-0.146852775727455,0.0478556402138136,"d",44,40,0,84
"Moneypriming","conncoll",0.232634268761876,0.043466653460778,"d",55,40,0,95
"Moneypriming","csun",0.0113422617234109,0.0417398004707253,"d",46,50,0,96
"Moneypriming","help",-0.236309498352744,0.039625588023478,"d",48,54,0,102
"Moneypriming","ithaca",0.00777657873552457,0.0467535827264514,"d",35,55,0,90
"Moneypriming","jmu",0.117553122986771,0.0231043961821854,"d",92,82,0,174
"Moneypriming","ku",-0.126095952167575,0.0354935523114243,"d",58,55,0,113
"Moneypriming","laurier",-0.1398954815806,0.035813047231685,"d",57,55,0,112
"Moneypriming","lse",-0.162533812905939,0.0145715939453193,"d",128,149,0,277
"Moneypriming","luc",-0.0686584846729602,0.0279869341417167,"d",64,81,0,145
"Moneypriming","mcdaniel",0.40594404666721,0.041930914959833,"d",45,53,0,98
"Moneypriming","msvu",0.195449860968765,0.0473422263247277,"d",44,41,0,85
"Moneypriming","mturk",-0.064828217322372,0.00400726726714121,"d",508,491,0,999
"Moneypriming","original",0.8,0.144,"d",15,15,0,30
"Moneypriming","osu",0.0958141399071191,0.0378253847047069,"d",48,59,0,107
"Moneypriming","oxy",0.0356278254899991,0.0332296030925628,"d",54,68,0,122
"Moneypriming","pi",-0.0279719284391562,0.00301787482525019,"d",651,675,0,1326
"Moneypriming","psu",0.0142622983814046,0.0423361864600809,"d",44,51,0,95
"Moneypriming","qccuny",0.0309521101835446,0.0399733482784255,"d",44,58,0,102
"Moneypriming","qccuny2",0.133452274762043,0.0482907028644907,"d",49,36,0,85
"Moneypriming","sdsu",-0.214787983022771,0.0248941073806344,"d",77,85,0,162
"Moneypriming","swps",0.208114063166413,0.0519081101134693,"d",34,45,0,79
"Moneypriming","swpson",-0.119475080524925,0.023898809846021,"d",92,77,0,169
"Moneypriming","tamu",-0.158831597062409,0.0214584391893711,"d",94,93,0,187
"Moneypriming","tamuc",-0.260957031427129,0.0465207454421139,"d",46,41,0,87
"Moneypriming","tamuon",0.177470249240813,0.0178481193715078,"d",112,113,0,225
"Moneypriming","tilburg",0.211268014452114,0.0502789635870659,"d",40,40,0,80
"Moneypriming","ufl",-0.14937397067401,0.0315858606884289,"d",64,63,0,127
"Moneypriming","unipd",-0.029364221937686,0.0284485489385762,"d",78,64,0,142
"Moneypriming","uva",0.296549089131458,0.0499933973657636,"d",42,39,0,81
"Moneypriming","vcu",-0.0574798355049506,0.0403623469261616,"d",68,39,0,107
"Moneypriming","wisc",-0.203550624872965,0.0419005551396025,"d",47,49,0,96
"Moneypriming","wku",0.177724077933862,0.0423318715371705,"d",37,66,0,103
"Moneypriming","wl",0.240286831032114,0.0447871685018745,"d",46,44,0,90
"Moneypriming","wpi",-0.189665827071837,0.0466811010775707,"d",48,39,0,87
"Quote Attribution","abington",0.218425285371429,0.0488950968568825,"d",36,48,1,84
"Quote Attribution","brasilia",0.190833314650093,0.0365667227826849,"d",76,43,1,119
"Quote Attribution","charles",0.288054845688053,0.0483571502092262,"d",39,45,1,84
"Quote Attribution","conncoll",0.143992211621921,0.0426827497096466,"d",46,48,1,94
"Quote Attribution","csun",0.791339647580022,0.0449463133736957,"d",47,49,1,96
"Quote Attribution","help",0.19187779176909,0.0403854424124014,"d",59,43,1,102
"Quote Attribution","ithaca",0.542275209832614,0.048386926771019,"d",55,35,1,90
"Quote Attribution","jmu",0.686667559620578,0.0244932183822119,"d",94,80,1,174
"Quote Attribution","ku",-0.089224986417609,0.0355028971591269,"d",59,54,1,113
"Quote Attribution","laurier",0.28679475458882,0.0361270908255583,"d",58,54,1,112
"Quote Attribution","lse",0.378788458451868,0.0147011176423053,"d",137,140,1,277
"Quote Attribution","luc",0.40960298210108,0.0279924109336214,"d",71,75,1,146
"Quote Attribution","mcdaniel",0.0926326978464395,0.0408771130104267,"d",50,48,1,98
"Quote Attribution","msvu",-0.0284535518963643,0.0477320918023651,"d",44,40,1,84
"Quote Attribution","mturk",0.443761436260195,0.00410507375717175,"d",512,487,1,999
"Quote Attribution","original",NA,NA,"None",49.5,49.5,1,99
"Quote Attribution","osu",0.266949651811284,0.0377455879574573,"d",52,55,1,107
"Quote Attribution","oxy",0.173349985944425,0.0329188555543498,"d",62,60,1,122
"Quote Attribution","pi",0.266390146711976,0.00305355567767853,"d",673,649,1,1322
"Quote Attribution","psu",0.427762506393306,0.0431103503415407,"d",49,46,1,95
"Quote Attribution","qccuny",0.944404931375613,0.0440542823693752,"d",52,49,1,101
"Quote Attribution","qccuny2",0.408094408763047,0.0495510817859207,"d",50,35,1,85
"Quote Attribution","sdsu",0.408394529984754,0.0252211925084494,"d",79,83,1,162
"Quote Attribution","swps",-0.00987660772512734,0.0506416430295076,"d",39,40,1,79
"Quote Attribution","swpson",0.312380773940861,0.0244950594726644,"d",92,75,1,167
"Quote Attribution","tamu",0.345815314260341,0.0219493807175425,"d",100,86,1,186
"Quote Attribution","tamuc",0.517779585084876,0.0476701542149841,"d",46,41,1,87
"Quote Attribution","tamuon",0.38143616984584,0.018355833791936,"d",101,123,1,224
"Quote Attribution","tilburg",0.556370142216861,0.053085568485355,"d",34,46,1,80
"Quote Attribution","ufl",0.499085166215481,0.0327147864891881,"d",69,58,1,127
"Quote Attribution","unipd",-0.263769380485424,0.0281539635035693,"d",77,67,1,144
"Quote Attribution","uva",0.158679554380165,0.0496059766170821,"d",42,39,1,81
"Quote Attribution","vcu",0.307180221592066,0.0377941662175741,"d",49,59,1,108
"Quote Attribution","wisc",0.223803794436064,0.0428329378051113,"d",55,41,1,96
"Quote Attribution","wku",0.653204824846258,0.0409098577233757,"d",51,52,1,103
"Quote Attribution","wl",-0.357649336089818,0.0451550724866972,"d",45,45,1,90
"Quote Attribution","wpi",0.227891375632969,0.0463302200494925,"d",42,45,1,87
"Reciprocity","abington",0.139916534199054,0.062408608372802,"d",44,40,1,84
"Reciprocity","brasilia",0.420189833051723,0.0554415481055909,"d",56,64,1,120
"Reciprocity","charles",0.634568683218922,0.161787051299862,"d",45,38,1,83
"Reciprocity","conncoll",0.135675521783437,0.0614490593372685,"d",52,41,1,93
"Reciprocity","csun",0.138556906147671,0.0510626600102258,"d",48,48,1,96
"Reciprocity","help",0.199465305666953,0.0741351883976446,"d",51,51,1,102
"Reciprocity","ithaca",0.0762513617020548,0.0595777043648112,"d",34,54,1,88
"Reciprocity","jmu",0.472049255068325,0.0306550557403453,"d",82,90,1,172
"Reciprocity","ku",-0.115581544471898,0.0898677396671365,"d",58,54,1,112
"Reciprocity","laurier",0.37258726381275,0.0586455475099354,"d",51,57,1,108
"Reciprocity","lse",0.31967069053293,0.0380750533673099,"d",140,136,1,276
"Reciprocity","luc",0.35434258160332,0.0366490171000878,"d",77,67,1,144
"Reciprocity","mcdaniel",0.736024663508455,0.056408050776319,"d",53,45,1,98
"Reciprocity","msvu",0.238319248416646,0.0767865188212525,"d",41,43,1,84
"Reciprocity","mturk",0.582709395086072,0.006940216315271,"d",502,495,1,997
"Reciprocity","original",0.16,0.00286989795918367,"d",NA,NA,1,NA
"Reciprocity","osu",0.848928788194303,0.073653068577659,"d",53,53,1,106
"Reciprocity","oxy",0.2126268695517,0.0753650804210212,"d",58,63,1,121
"Reciprocity","pi",0.290226221912407,0.00548300952771436,"d",631,679,1,1310
"Reciprocity","psu",0.707595890145241,0.0573407431675129,"d",44,51,1,95
"Reciprocity","qccuny",0.323105772644819,0.0517540424831475,"d",39,63,1,102
"Reciprocity","qccuny2",-0.116050560999904,0.0641258554726843,"d",41,41,1,82
"Reciprocity","sdsu",0.516849014211482,0.0356935383371362,"d",81,79,1,160
"Reciprocity","swps",0.447089260370704,0.10575398542669,"d",35,44,1,79
"Reciprocity","swpson",0.507997659889985,0.0907436974379179,"d",75,92,1,167
"Reciprocity","tamu",0.635452177765256,0.0288504890656986,"d",97,87,1,184
"Reciprocity","tamuc",0.119052951418421,0.0595881926176266,"d",37,48,1,85
"Reciprocity","tamuon",0.333193022730869,0.0224225189569995,"d",109,114,1,223
"Reciprocity","tilburg",0.461933627339572,0.0690138622527369,"d",43,36,1,79
"Reciprocity","ufl",0.283564028336916,0.043040681923886,"d",63,62,1,125
"Reciprocity","unipd",0.018379331763448,0.0776823893851322,"d",70,68,1,138
"Reciprocity","uva",0.324063772704144,0.0729512522224832,"d",40,40,1,80
"Reciprocity","vcu",0.618772306031362,0.0503650717022121,"d",47,61,1,108
"Reciprocity","wisc",0.0892287364532977,0.0609138927132135,"d",41,55,1,96
"Reciprocity","wku",0.559356769724805,0.0513797031347153,"d",51,52,1,103
"Reciprocity","wl",0.0509787518373799,0.0814628811432065,"d",49,41,1,90
"Reciprocity","wpi",0.169975448075361,0.07900639914968,"d",36,50,1,86
"Scales","abington",0.121153846153846,0.00832225999468973,"rd",40,66,1,106
"Scales","brasilia",0.317460317460317,0.00343935340156051,"rd",63,100,1,163
"Scales","charles",0.131578947368421,0.00300699810467998,"rd",38,80,1,118
"Scales","conncoll",0.0909090909090909,0.00187828700225394,"rd",44,84,1,128
"Scales","csun",0.209109730848861,0.00665422792353617,"rd",46,76,1,122
"Scales","help",0.19047619047619,0.00743723037211861,"rd",45,84,1,129
"Scales","ithaca",0.122648083623693,0.00519003956995932,"rd",35,78,1,113
"Scales","jmu",0.0879120879120879,0.000881137941879398,"rd",91,144,1,235
"Scales","ku",-0.0322997416020672,0.00149990603674936,"rd",43,102,1,145
"Scales","laurier",0.155555555555556,0.00291906721536351,"rd",45,116,1,161
"Scales","lse",0.138272200772201,0.00123959873850267,"rd",112,292,1,404
"Scales","luc",0.1545661522894,0.00260527490703908,"rd",59,132,1,191
"Scales","mcdaniel",0.170731707317073,0.00345322905935782,"rd",41,92,1,133
"Scales","msvu",0.153488372093023,0.00560278430111275,"rd",35,82,1,117
"Scales","mturk",0.222646437010322,0.000781869442753173,"rd",473,846,1,1319
"Scales","original",0.213235294117647,0.139258995188149,"rd",68,64,1,132
"Scales","osu",0.144081632653061,0.00444294530340249,"rd",49,94,1,143
"Scales","oxy",0.11124213836478,0.00258784480549862,"rd",53,94,1,147
"Scales","pi",0.187331869684811,0.000488988917653002,"rd",595,1192,1,1787
"Scales","psu",0.111111111111111,0.00305075445816187,"rd",45,88,1,133
"Scales","qccuny",0.219991971095945,0.00526478864400677,"rd",47,100,1,147
"Scales","qccuny2",0.178904428904429,0.0043384817265875,"rd",44,76,1,120
"Scales","sdsu",0.23277027027027,0.00311636445984196,"rd",74,154,1,228
"Scales","swps",0.333333333333333,0.00617283950617284,"rd",36,70,1,106
"Scales","swpson",0.0885572139303483,0.00256430232195868,"rd",60,128,1,188
"Scales","tamu",0.0854926555537217,0.00162002479524089,"rd",73,162,1,235
"Scales","tamuc",0.307692307692308,0.00633860988890575,"rd",39,76,1,115
"Scales","tamuon",0.118571428571429,0.00187367565597668,"rd",112,188,1,300
"Scales","tilburg",0.292063492063492,0.00664028762592633,"rd",35,88,1,123
"Scales","ufl",0.207471264367816,0.00327142606032167,"rd",58,118,1,176
"Scales","unipd",0.242216117216117,0.00382226091469201,"rd",56,152,1,208
"Scales","uva",0.0357142857142857,0.00122995626822157,"rd",28,78,1,106
"Scales","vcu",0.179197994987469,0.00460272128994291,"rd",42,110,1,152
"Scales","wisc",0.135121951219512,0.00495847257004396,"rd",41,94,1,135
"Scales","wku",0.291133844842285,0.00648218251911141,"rd",46,94,1,140
"Scales","wl",0.027027027027027,0.000710718022624524,"rd",37,104,1,141
"Scales","wpi",0.05,0.0011875,"rd",40,82,1,122
"Sunkcosts","abington",0.54714264992329,0.0503930461073318,"d",36,48,1,84
"Sunkcosts","brasilia",0.237676102615769,0.0338018082737445,"d",65,55,1,120
"Sunkcosts","charles",0.467932736813168,0.0502829313973386,"d",35,49,1,84
"Sunkcosts","conncoll",0.406187254088436,0.043090580566348,"d",50,45,1,95
"Sunkcosts","csun",0.52654774673657,0.0431831540264147,"d",50,46,1,96
"Sunkcosts","help",-0.0612586474343448,0.0399870472429386,"d",58,44,1,102
"Sunkcosts","ithaca",0.233233295531995,0.0470554565873841,"d",35,55,1,90
"Sunkcosts","jmu",0.566831428165998,0.0240216369198965,"d",81,93,1,174
"Sunkcosts","ku",0.492449856519461,0.0366972510625078,"d",52,61,1,113
"Sunkcosts","laurier",0.447235545433304,0.0366186226215616,"d",55,57,1,112
"Sunkcosts","lse",0.412328042881814,0.0150240728416699,"d",155,121,1,276
"Sunkcosts","luc",0.271689019712133,0.0276551932360741,"d",74,72,1,146
"Sunkcosts","mcdaniel",0.149810868682476,0.0414626606667561,"d",51,46,1,97
"Sunkcosts","msvu",0.332252611160009,0.0478715857376495,"d",40,45,1,85
"Sunkcosts","mturk",0.306148862228562,0.00405905534435606,"d",522,477,1,999
"Sunkcosts","original",0.227912862495395,0.018901277635894,"d",106.5,106.5,1,213
"Sunkcosts","osu",0.456393576036457,0.0389166039825968,"d",47,60,1,107
"Sunkcosts","oxy",0.680474192026528,0.0349063839349455,"d",56,66,1,122
"Sunkcosts","pi",0.183991879334116,0.00303942287646781,"d",683,640,1,1323
"Sunkcosts","psu",0.15193578067462,0.0422314263487995,"d",48,47,1,95
"Sunkcosts","qccuny",-0.0811444741926147,0.0393083643901374,"d",53,49,1,102
"Sunkcosts","qccuny2",0.141085364536086,0.0467281933344652,"d",41,45,1,86
"Sunkcosts","sdsu",0.27724253007466,0.0251143826564159,"d",88,74,1,162
"Sunkcosts","swps",-0.0672934811738198,0.0506696864803199,"d",40,39,1,79
"Sunkcosts","swpson",0.122932451363867,0.0239766012756666,"d",90,78,1,168
"Sunkcosts","tamu",0.349318490456254,0.0217172518405723,"d",94,93,1,187
"Sunkcosts","tamuc",0.377757924047312,0.0470967167169828,"d",47,40,1,87
"Sunkcosts","tamuon",0.32039916403669,0.0185000092681898,"d",131,94,1,225
"Sunkcosts","tilburg",0.505622116696866,0.0518806767610968,"d",37,43,1,80
"Sunkcosts","ufl",0.14821055469557,0.0316314395403052,"d",61,66,1,127
"Sunkcosts","unipd",0.463790213324606,0.0289655746144438,"d",81,63,1,144
"Sunkcosts","uva",0.437097593039123,0.0514899065731284,"d",46,35,1,81
"Sunkcosts","vcu",0.327095257094592,0.0375323671630267,"d",54,54,1,108
"Sunkcosts","wisc",0.134537070011461,0.0417609386625379,"d",48,48,1,96
"Sunkcosts","wku",0.0466917532566183,0.039979338899491,"d",44,58,1,102
"Sunkcosts","wl",0.256940970682782,0.0455944685976567,"d",48,41,1,89
"Sunkcosts","wpi",0.418997789327607,0.0472855563622752,"d",47,40,1,87
