"paper","experiment","k","Q","calpha0","p0","mdh0","calpha25","p25","mdh25","calpha33","p33","mdh33","calpha67","p67","mdh67","replicated","t1","t2","v1","v2","mdh0scale","mdh25scale","mdh33scale","mdh67scale"
"ppir","Moral Inversion",2,1.05098001026105,3.84145882069418,0.305281489640743,7.849,4.75884383138652,0.363339366773754,9.139,5.04323657468101,0.381660465730927,9.53133333333333,6.08289572202274,0.450112098344297,10.9426666666667,1,0.808709194163244,0.526357791340611,0.0746035393165876,0.00125167571847929,0.771613622747966,0.832610839591628,0.850294854489253,0.911075371776156
"ppir","Presumption of Guilt",2,0.44693796435007,3.84145882069418,0.503792664468196,7.849,4.75884383138652,0.554377201984526,9.139,5.04323657468101,0.570076633182517,9.53133333333333,6.08289572202274,0.627581611501438,10.9426666666667,0,0.0296722341341666,0.18160335591699,0.0506465980554466,0.00100053780546479,0.636693308722727,0.687024871917218,0.701616752652258,0.751769507238756
"rand","time/delay",2,2.78743874102731,3.84145882069418,0.0950059669006973,7.849,4.75884383138652,0.136108554638804,9.139,5.04323657468101,0.149692730226491,9.53133333333333,6.08289572202274,0.203269718575686,10.9426666666667,0,0.271911098698829,-0.0160234187644587,0.0286275195713196,0.00111529957176988,0.483168073711529,0.521363236284162,0.532436591084641,0.570496060994098
"rpe","Abeler et al.",2,0.889890380663388,3.84145882069418,0.345507015428944,7.849,4.75884383138652,0.403222265571017,9.139,5.04323657468101,0.421355153462424,9.53133333333333,6.08289572202274,0.488749917876318,10.9426666666667,0,0.36597765571301,0.160514470781026,0.0347389886090856,0.0126995738023032,0.610201013082567,0.65843832048088,0.672423044814114,0.72048898368656
"rpe","Ambrus and Greiner",2,0.643914566115104,3.84145882069418,0.422296820736368,7.849,4.75884383138652,0.477539754796952,9.139,5.04323657468101,0.49477878912496,9.53133333333333,6.08289572202274,0.558336578637277,10.9426666666667,1,0.652125970874945,0.472672040177118,0.0381488644990482,0.0118635361167562,0.626535978562643,0.676064589538482,0.69042368229185,0.73977633723886
"rpe","Bartling et al.",2,1.73207358252336,3.84145882069418,0.188146298407639,7.849,4.75884383138652,0.24190527492397,9.139,5.04323657468101,0.259184914380834,9.53133333333333,6.08289572202274,0.325162907705988,10.9426666666667,1,2.07500550373525,1.75703506461451,0.0386309201885189,0.01974142679188,0.676878535225598,0.730386800985523,0.745899655797732,0.799217827352164
"rpe","Charness and Dufwenberg",2,0.0535138961305681,3.84145882069418,0.817057892611034,7.849,4.75884383138652,0.838196497254006,9.139,5.04323657468101,0.844685329908284,9.53133333333333,6.08289572202274,0.868140999305738,10.9426666666667,1,0.82163362512238,0.77174363314129,0.0290377752418121,0.0174737195258331,0.60420917109164,0.651972814373045,0.665820216321204,0.713414173822439
"rpe","Chen and Chen",2,35.0386911958087,3.84145882069418,3.23218662945379e-09,7.849,4.75884383138652,2.9976672366594e-08,9.139,5.04323657468101,4.60047298034283e-08,9.53133333333333,6.08289572202274,1.67294207931157e-07,10.9426666666667,0,3.09628107925284,0.34502212047719,0.191365584813227,0.0246649117581951,1.30216103750231,1.40509882505332,1.43494204516689,1.53751413450919
"rpe","de Clippel et al.",2,1.89647436551569,3.84145882069418,0.168473481156616,7.849,4.75884383138652,0.220459719601468,9.139,5.04323657468101,0.237243042148026,9.53133333333333,6.08289572202274,0.301656599195781,10.9426666666667,1,0.241746889207614,0.560829008703686,0.0258499462321118,0.0278356721097004,0.649136671560685,0.700451901293602,0.715328961822409,0.766461888359975
"rpe","Duffy and Puzzello",2,30.0771701420344,3.84145882069418,4.15190380964603e-08,7.849,4.75884383138652,3.12074671993123e-07,9.139,5.04323657468101,4.63273338469072e-07,9.53133333333333,6.08289572202274,1.52258708518982e-06,10.9426666666667,0,2.33873832860732,-0.241746889207614,0.178673527730131,0.0427204374572796,1.31822654834288,1.4224343386771,1.45264575178865,1.55648333208469
"rpe","Dulleck et al.",2,0.0319928165017346,3.84145882069418,0.858043423931018,7.849,4.75884383138652,0.87455740871401,9.139,5.04323657468101,0.879623572768296,9.53133333333333,6.08289572202274,0.897923248205545,10.9426666666667,1,2.07500550373525,2.13622956902325,0.0497344182067758,0.0674289509572382,0.958965736910525,1.03477342002485,1.05675121289668,1.1322895805868
"rpe","Ericson and Fuster",2,0.662575579935466,3.84145882069418,0.415652136637667,7.849,4.75884383138652,0.471190495331158,9.139,5.04323657468101,0.488530653356316,9.53133333333333,6.08289572202274,0.552500612677827,10.9426666666667,0,0.429579016717209,0.241746889207614,0.0376985417261597,0.0155495845151018,0.646486305243709,0.697592019534978,0.712408338371244,0.763332493794619
"rpe","Fehr et al.",2,0.982012103678496,3.84145882069418,0.32170255454796,7.849,4.75884383138652,0.379710827761691,9.139,5.04323657468101,0.397981813642853,9.53133333333333,6.08289572202274,0.46609373167071,10.9426666666667,1,1.00780651972054,0.652125970874945,0.0850114234100207,0.0438145374444514,1.00556201536591,1.08505320434024,1.10809890122269,1.18730768869891
"rpe","Friedman and Oprea",2,2.18636737639207,3.84145882069418,0.139237358443883,7.849,4.75884383138652,0.187808130837529,9.139,5.04323657468101,0.203609815335981,9.53133333333333,6.08289572202274,0.264803352289547,10.9426666666667,1,1.66585346014513,0.979957887012223,0.0879878928659416,0.127187627187627,1.29958172382519,1.40231561275255,1.43209971957399,1.53446863466571
"rpe","Fudenberg et al.",2,0.0693207986654933,3.84145882069418,0.792328274819278,7.849,4.75884383138652,0.816205419415563,9.139,5.04323657468101,0.823538148263426,9.53133333333333,6.08289572202274,0.850058519215293,10.9426666666667,1,0.628970902033151,0.699166664938992,0.0357366211024748,0.0353451498059993,0.746940974817029,0.805987781751402,0.823106343343497,0.881943379774347
"rpe","Huck et al.",2,34.6285388058795,3.84145882069418,3.99013388996394e-09,7.849,4.75884383138652,3.63885155341137e-08,9.139,5.04323657468101,5.56969466103396e-08,9.53133333333333,6.08289572202274,2.00907947944806e-07,10.9426666666667,0,2.97617238365259,0.796528209922106,0.108047076111062,0.0291475294918347,1.03770923643241,1.11974171155891,1.14352416569848,1.22526521111852
"rpe","Ifcher and Zarghamee",2,3.40460830395106,3.84145882069418,0.0650145479199551,7.849,4.75884383138652,0.0987966040255397,9.139,5.04323657468101,0.110140183825544,9.53133333333333,6.08289572202274,0.155707266840801,10.9426666666667,0,0.583333333333333,-0.0200010000750062,0.07614522417154,0.0307723080000308,0.916076257750772,0.988493463061838,1.00948830518468,1.0816482401299
"rpe","Kessler and Roth",2,1.40443663867593,3.84145882069418,0.235982142914703,7.849,4.75884383138652,0.292629459571665,9.139,5.04323657468101,0.310677816850514,9.53133333333333,6.08289572202274,0.378880307927429,10.9426666666667,1,1.12421105965277,0.723076997100493,0.0183409425318662,0.0962306456114014,0.948299739184034,1.0232642591439,1.04499760627614,1.11969580624489
"rpe","Kirchler et al",2,3.02606153734702,3.84145882069418,0.0819366846883945,7.849,4.75884383138652,0.120129308871072,9.139,5.04323657468101,0.132829945163681,9.53133333333333,6.08289572202274,0.183280964463367,10.9426666666667,1,1.75703506461451,1.2500034765631,0.0595560690612177,0.025399583065844,0.816588582791425,0.881141137837303,0.899855899004798,0.964179123750214
"rpe","Kogan et al.",2,0.0254807402671505,3.84145882069418,0.873175004670613,7.849,4.75884383138652,0.887958871985337,9.139,5.04323657468101,0.892493439200575,9.53133333333333,6.08289572202274,0.908869293272937,10.9426666666667,1,0.675520529473199,0.628970902033151,0.035650623885918,0.0493888134337572,0.816991152658418,0.881575531457465,0.900299518811896,0.964654454252973
"rpe","Kuziemko et al.",2,5.07115295908145,3.84145882069418,0.024327197874676,7.849,4.75884383138652,0.0428559364580121,9.139,5.04323657468101,0.0493418381088578,9.53133333333333,6.08289572202274,0.0766589196396278,10.9426666666667,0,0.583333333333333,-0.241746889207614,0.105860433604336,0.028380710198892,1.02647880529095,1.10762349795303,1.1311485705408,1.21200498744469
"rpp","A Roelofs",2,3.34915975048605,3.84145882069418,0.06723932739915,7.849,4.75884383138652,0.101648645099103,9.139,5.04323657468101,0.113186498640939,9.53133333333333,6.08289572202274,0.159458605222585,10.9426666666667,0,1.47908495588093,0.300000000144246,0.269030100291882,0.14607142857452,1.80502961196552,1.94771991628931,1.98908799171931,2.13127137249313
"rpp","AL Morris",2,2.49336081683693,3.84145882069418,0.114327354888886,7.849,4.75884383138652,0.159092339036907,9.139,5.04323657468101,0.173773913812269,9.53133333333333,6.08289572202274,0.231166559780497,10.9426666666667,0,1.54413335904185,0.471814259322305,0.277580340456776,0.183591682404342,1.90256122304564,2.05296154784442,2.09656487471696,2.24643088524032
"rpp","B Liefooghe",2,5.62091717934357,3.84145882069418,0.017747358964827,7.849,4.75884383138652,0.0327299866541034,9.139,5.04323657468101,0.0380449014215344,9.53133333333333,6.08289572202274,0.0607683138383502,10.9426666666667,0,0.938971067177027,-0.440820350529251,0.203402777708149,0.135300728433572,1.63048576188398,1.75937811246735,1.79674595260584,1.92518039844066
"rpp","BC Storm",2,7.14625145319944,3.84145882069418,0.00751208356219779,7.849,4.75884383138652,0.0156345726368142,9.139,5.04323657468101,0.0186214739792409,9.53133333333333,6.08289572202274,0.0319150514110275,10.9426666666667,0,0.469938405385647,-0.0122169439216607,0.0176604272169724,0.0148704433223747,0.505306642409671,0.545251892118765,0.556832623625834,0.596635963287969
"rpp","C Mitchell",2,2.35212834674465,3.84145882069418,0.125112087277251,7.849,4.75884383138652,0.171639090693566,9.139,5.04323657468101,0.186842123224602,9.53133333333333,6.08289572202274,0.246017721509906,10.9426666666667,0,1.03985110522266,0.272107614076015,0.163912591001057,0.086681756460386,1.40246748027356,1.51333464291614,1.54547670869029,1.65595000311647
"rpp","CJ Berry",2,0.905591669373804,3.84145882069418,0.341286790543916,7.849,4.75884383138652,0.399072129040444,9.139,5.04323657468101,0.417234854149239,9.53133333333333,6.08289572202274,0.484775076047716,10.9426666666667,1,1.48045234095975,0.86210545010964,0.269206049297966,0.153007284100282,1.82042644834743,1.96433389573326,2.0060548393293,2.14945103912586
"rpp","CP Beaman",2,8.49531764837966,3.84145882069418,0.00356061607841973,7.849,4.75884383138652,0.00819396814033546,9.139,5.04323657468101,0.00995089781891179,9.53133333333333,6.08289572202274,0.0180400863840171,10.9426666666667,0,2.04625699437016,0.265123151737597,0.0826986635051395,0.290735020399091,1.71204000682353,1.84737934306973,1.88661626177287,2.02147478962004
"rpp","CS Dodson",2,8.90131208287388,3.84145882069418,0.00284965819429261,7.849,4.75884383138652,0.00675224019026099,9.139,5.04323657468101,0.00824550372032107,9.53133333333333,6.08289572202274,0.0151893893009589,10.9426666666667,0,1.35686442922724,-0.222594669535617,0.153712659981636,0.126548387090802,1.48316181129085,1.600407982108,1.63439941874575,1.75122905919376
"rpp","D Ganor-Stern",2,0.51212664402316,3.84145882069418,0.474219694522099,7.849,4.75884383138652,0.526700894217339,9.139,5.04323657468101,0.543018475923661,9.53133333333333,6.08289572202274,0.60291728843269,10.9426666666667,1,1.95265386908748,2.49882731082162,0.252027649434268,0.330456062235742,2.13820360417288,2.30723181344056,2.35623564550834,2.52466336282042
"rpp","D Mirman",2,1.10481003012653,3.84145882069418,0.293212921844857,7.849,4.75884383138652,0.351221682921937,9.139,5.04323657468101,0.369554175349354,9.53133333333333,6.08289572202274,0.438167696446308,10.9426666666667,1,1.81527906665784,1.05464489939276,0.347392289992674,0.176285374614316,2.02739882349287,2.18766774827515,2.23413213140825,2.39383168259023
"rpp","JR Schmidt",2,0.201184162738552,3.84145882069418,0.65376671703141,7.849,4.75884383138652,0.691950710517504,9.139,5.04323657468101,0.703720558399739,9.53133333333333,6.08289572202274,0.746478745017078,10.9426666666667,1,0.397922317711388,0.509527891964372,0.0442376826694979,0.0176747662767206,0.697101722691078,0.752208661821632,0.76818499620169,0.823096161657609
"rpp","K Oberauer",2,0.530343538963183,3.84145882069418,0.466462464389446,7.849,4.75884383138652,0.519404303452982,9.139,5.04323657468101,0.53587342415519,9.53133333333333,6.08289572202274,0.596365048715573,10.9426666666667,0,1.35360927167041,0.877916193476481,0.188137356785551,0.238536842138412,1.83001797459866,1.97468364655357,2.01662441090979,2.16077614159634
"rpp","L Sahakyan",2,2.16894077483016,3.84145882069418,0.140823201671211,7.849,4.75884383138652,0.189606182711715,9.139,5.04323657468101,0.205469601255485,9.53133333333333,6.08289572202274,0.266869222259006,10.9426666666667,0,0.459879724844959,0.0388514343852708,0.0443314669612997,0.0373972844294747,0.800930065402834,0.864244791109722,0.882600686846889,0.945690479782956
"rpp","M Bassok",2,0.292429203598154,3.84145882069418,0.588668028464942,7.849,4.75884383138652,0.632732524530543,9.139,5.04323657468101,0.646349669454095,9.53133333333333,6.08289572202274,0.695970722376085,10.9426666666667,1,0.780957576094734,0.593014895155185,0.0301300309520246,0.0906597222057482,0.973693366792318,1.05066529118882,1.07298061520131,1.14967908807391
"rpp","M Reynolds",2,0.00250490391558549,3.84145882069418,0.960083328809823,7.849,4.75884383138652,0.964769985817837,9.139,5.04323657468101,0.966206566608149,9.53133333333333,6.08289572202274,0.971390496814422,10.9426666666667,1,0.326164036537304,0.291174533323742,0.273758865248687,0.214988558360858,1.95861648311029,2.11344806048496,2.15833607444032,2.31261759501034
"rpp","MJ Yap",2,6.63562141343234e-05,3.84145882069418,0.993500558210509,7.849,4.75884383138652,0.994264246893963,9.139,5.04323657468101,0.994498321021738,9.53133333333333,6.08289572202274,0.995342912120756,10.9426666666667,1,0.816759923841455,0.82055730153517,0.150551508812694,0.066761632644324,1.30602099803033,1.40926392126375,1.43919560482259,1.54207174581805
"rpp","N Janssen 1",2,1.41399185981027,3.84145882069418,0.234394850531507,7.849,4.75884383138652,0.290974600286655,9.139,5.04323657468101,0.309006082926441,9.53133333333333,6.08289572202274,0.377165553189847,10.9426666666667,0,0.727346038385145,0.207632152570772,0.146097814824341,0.0449234567864575,1.22446966515025,1.32126583292352,1.34932850465694,1.44578079302492
"rpp","NB Turk-Browne",2,0.0228905493700685,3.84145882069418,0.879742042663056,7.849,4.75884383138652,0.893771783578433,9.139,5.04323657468101,0.898074728436917,9.53133333333333,6.08289572202274,0.913612749119074,10.9426666666667,1,2.18614651344413,1.9820093679085,1.25417665403485,0.566311509605505,3.78008089813077,4.07890197571714,4.16553472162268,4.46329420331313
"rpp","PA White",2,0.769426411420889,3.84145882069418,0.380394555042215,7.849,4.75884383138652,0.437253723119929,9.139,5.04323657468101,0.45505862753169,9.53133333333333,6.08289572202274,0.520974203960049,10.9426666666667,1,1.59443476575783,1.0964315594312,0.1817283950627,0.140598977419371,1.59058088339191,1.71631869334155,1.75277198448176,1.87806309654756
